question,answer,transition,concept,top,dis,dir
Does Horbury and South Ossett borders Wakefield West and distant to Kippax West Yorkshire?,No,replace_dis_token,2,1,1,0
Is Whitburn and Marsden within South Tyneside and distant to Winlaton and High Spen?,Yes,no_change,2,1,1,0
Does Whitburn and Marsden borders South Tyneside and distant to Winlaton and High Spen?,No,replace_top_token,2,1,1,0
Is Whitburn and Marsden within South Tyneside and far to Dinnington St. John's?,Yes,no_change,2,1,1,0
Does Whitburn and Marsden borders South Tyneside and far to Dinnington St. John's?,No,replace_top_token,2,1,1,0
Does Whitburn and Marsden borders Cleadon Park and near to Castle Eden?,Yes,no_change,2,1,1,0
Does Cleadon Park borders Whitburn and Marsden and near to Castle Eden?,No,flip_place,2,1,1,0
Does Whitburn and Marsden borders Cleadon Park and close to Hetton-le-Hole?,Yes,no_change,2,1,1,0
Is Whitburn and Marsden within Cleadon Park and close to Hetton-le-Hole?,No,replace_top_token,2,1,1,0
Is Chadderton South within North West Euro Region and distant to Bryn?,Yes,no_change,2,1,1,0
Is Chadderton South within North West Euro Region and close to Bryn?,No,replace_dis_token,2,1,1,0
Is Chadderton South within North West Euro Region and far to Wednesfield North?,Yes,no_change,2,1,1,0
Is North West Euro Region within Chadderton South and far to Wednesfield North?,No,flip_place,2,1,1,0
Does Chadderton South borders Charlestown and near to Gorton North?,Yes,no_change,2,1,1,0
Is Chadderton South within Charlestown and near to Gorton North?,No,replace_top_token,2,1,1,0
Does Chadderton South borders Charlestown and close to Saddleworth North?,Yes,no_change,2,1,1,0
Is Chadderton South within Charlestown and close to Saddleworth North?,No,replace_top_token,2,1,1,0
Does Ilkley borders Craven and near to Keighley?,Yes,no_change,2,1,1,0
Does Ilkley borders Craven and far to Keighley?,No,replace_dis_token,2,1,1,0
Does Ilkley borders Craven and close to Morley West Yorkshire?,Yes,no_change,2,1,1,0
Is Ilkley within Craven and close to Morley West Yorkshire?,No,replace_top_token,2,1,1,0
Does Dene borders Benton and near to East Gosforth?,Yes,no_change,2,1,1,0
Is Dene within Benton and near to East Gosforth?,No,replace_top_token,2,1,1,0
Does Dene borders Benton and close to West Park?,Yes,no_change,2,1,1,0
Does Dene borders Benton and distant to West Park?,No,replace_dis_token,2,1,1,0
Is Radcliffe East within Metropolitan Borough of Bury and distant to Worsley Mesnes?,Yes,no_change,2,1,1,0
Is Radcliffe East within Metropolitan Borough of Bury and close to Worsley Mesnes?,No,replace_dis_token,2,1,1,0
Is Radcliffe East within Metropolitan Borough of Bury and far to West Ecclesfield?,Yes,no_change,2,1,1,0
Is Radcliffe East within Metropolitan Borough of Bury and near to West Ecclesfield?,No,replace_dis_token,2,1,1,0
Does Radcliffe East borders Church and near to Radcliffe West?,Yes,no_change,2,1,1,0
Is Radcliffe East within Church and near to Radcliffe West?,No,replace_top_token,2,1,1,0
Does Radcliffe East borders Church and close to Rusholme?,Yes,no_change,2,1,1,0
Does Church borders Radcliffe East and close to Rusholme?,No,flip_place,2,1,1,0
Is St. Matthew's within West Midlands Euro Region and distant to Whoberley?,Yes,no_change,2,1,1,0
Is West Midlands Euro Region within St. Matthew's and distant to Whoberley?,No,flip_place,2,1,1,0
Is St. Matthew's within West Midlands Euro Region and far to Featherstone?,Yes,no_change,2,1,1,0
Is West Midlands Euro Region within St. Matthew's and far to Featherstone?,No,flip_place,2,1,1,0
Does St. Matthew's borders Pheasey Park Farm and near to Willenhall North?,Yes,no_change,2,1,1,0
Does Pheasey Park Farm borders St. Matthew's and near to Willenhall North?,No,flip_place,2,1,1,0
Does St. Matthew's borders Pheasey Park Farm and close to Doxey?,Yes,no_change,2,1,1,0
Does St. Matthew's borders Pheasey Park Farm and distant to Doxey?,No,replace_dis_token,2,1,1,0
Is Alexandra within Metropolitan Borough of Oldham and distant to Kippax West Yorkshire?,Yes,no_change,2,1,1,0
Is Metropolitan Borough of Oldham within Alexandra and distant to Kippax West Yorkshire?,No,flip_place,2,1,1,0
Is Alexandra within Metropolitan Borough of Oldham and far to Wallsend?,Yes,no_change,2,1,1,0
Is Metropolitan Borough of Oldham within Alexandra and far to Wallsend?,No,flip_place,2,1,1,0
Does Alexandra borders St. Mary's and near to Failsworth West?,Yes,no_change,2,1,1,0
Is Alexandra within St. Mary's and near to Failsworth West?,No,replace_top_token,2,1,1,0
Does Alexandra borders St. Mary's and close to Ardwick?,Yes,no_change,2,1,1,0
Does St. Mary's borders Alexandra and close to Ardwick?,No,flip_place,2,1,1,0
Is Smithills within Metropolitan Borough of Bolton and distant to Eccleston St Helens?,Yes,no_change,2,1,1,0
Is Metropolitan Borough of Bolton within Smithills and distant to Eccleston St Helens?,No,flip_place,2,1,1,0
Is Smithills within Metropolitan Borough of Bolton and far to Chelmsley Wood?,Yes,no_change,2,1,1,0
Is Metropolitan Borough of Bolton within Smithills and far to Chelmsley Wood?,No,flip_place,2,1,1,0
Does Smithills borders Horwich and near to Astley Village?,Yes,no_change,2,1,1,0
Does Smithills borders Horwich and far to Astley Village?,No,replace_dis_token,2,1,1,0
Does Smithills borders Horwich and close to Blackrod?,Yes,no_change,2,1,1,0
Does Smithills borders Horwich and distant to Blackrod?,No,replace_dis_token,2,1,1,0
Is Westwood within Coventry and distant to Wordsley?,Yes,no_change,2,1,1,0
Is Westwood within Coventry and close to Wordsley?,No,replace_dis_token,2,1,1,0
Is Westwood within Coventry and far to Whitley Bay?,Yes,no_change,2,1,1,0
Does Westwood borders Coventry and far to Whitley Bay?,No,replace_top_token,2,1,1,0
Does Westwood borders Whoberley and near to Meriden West Midlands?,Yes,no_change,2,1,1,0
Is Westwood within Whoberley and near to Meriden West Midlands?,No,replace_top_token,2,1,1,0
Does Westwood borders Whoberley and close to Wyken?,Yes,no_change,2,1,1,0
Is Westwood within Whoberley and close to Wyken?,No,replace_top_token,2,1,1,0
Is Village within Trafford and distant to Blackrod?,Yes,no_change,2,1,1,0
Is Village within Trafford and close to Blackrod?,No,replace_dis_token,2,1,1,0
Is Village within Trafford and far to Washington South?,Yes,no_change,2,1,1,0
Is Village within Trafford and near to Washington South?,No,replace_dis_token,2,1,1,0
Does Village borders Brooklands and near to Woodhouse Park?,Yes,no_change,2,1,1,0
Is Village within Brooklands and near to Woodhouse Park?,No,replace_top_token,2,1,1,0
Does Village borders Brooklands and close to West Middleton?,Yes,no_change,2,1,1,0
Is Village within Brooklands and close to West Middleton?,No,replace_top_token,2,1,1,0
Is Alwoodley within County Borough of Leeds and distant to Hemsworth?,Yes,no_change,2,1,1,0
Is County Borough of Leeds within Alwoodley and distant to Hemsworth?,No,flip_place,2,1,1,0
Is Alwoodley within County Borough of Leeds and far to Lamesley?,Yes,no_change,2,1,1,0
Is County Borough of Leeds within Alwoodley and far to Lamesley?,No,flip_place,2,1,1,0
Does Alwoodley borders Harewood and near to Harewood?,Yes,no_change,2,1,1,0
Does Alwoodley borders Harewood and far to Harewood?,No,replace_dis_token,2,1,1,0
Does Alwoodley borders Harewood and close to Kippax West Yorkshire?,Yes,no_change,2,1,1,0
Is Alwoodley within Harewood and close to Kippax West Yorkshire?,No,replace_top_token,2,1,1,0
Is Bucklow-St. Martins within Trafford and distant to Warley?,Yes,no_change,2,1,1,0
Is Bucklow-St. Martins within Trafford and close to Warley?,No,replace_dis_token,2,1,1,0
Is Bucklow-St. Martins within Trafford and far to Lye and Stourbridge North?,Yes,no_change,2,1,1,0
Is Bucklow-St. Martins within Trafford and near to Lye and Stourbridge North?,No,replace_dis_token,2,1,1,0
Does Bucklow-St. Martins borders Flixton and near to Davyhulme West?,Yes,no_change,2,1,1,0
Is Bucklow-St. Martins within Flixton and near to Davyhulme West?,No,replace_top_token,2,1,1,0
Does Bucklow-St. Martins borders Flixton and close to North Middleton?,Yes,no_change,2,1,1,0
Does Flixton borders Bucklow-St. Martins and close to North Middleton?,No,flip_place,2,1,1,0
Is Hyde Park and Woodhouse within Yorkshire and the Humber Euro Region and distant to Park & Arbourthorne?,Yes,no_change,2,1,1,0
Is Yorkshire and the Humber Euro Region within Hyde Park and Woodhouse and distant to Park & Arbourthorne?,No,flip_place,2,1,1,0
Is Hyde Park and Woodhouse within Yorkshire and the Humber Euro Region and far to Walkergate?,Yes,no_change,2,1,1,0
Is Hyde Park and Woodhouse within Yorkshire and the Humber Euro Region and near to Walkergate?,No,replace_dis_token,2,1,1,0
Does Hyde Park and Woodhouse borders Chapel Allerton and near to Morley West Yorkshire?,Yes,no_change,2,1,1,0
Is Hyde Park and Woodhouse within Chapel Allerton and near to Morley West Yorkshire?,No,replace_top_token,2,1,1,0
Does Hyde Park and Woodhouse borders Chapel Allerton and close to Little Horton?,Yes,no_change,2,1,1,0
Is Hyde Park and Woodhouse within Chapel Allerton and close to Little Horton?,No,replace_top_token,2,1,1,0
Is Edlington & Warmsworth within Metropolitan Borough of Doncaster and distant to Ossett?,Yes,no_change,2,1,1,0
Does Edlington & Warmsworth borders Metropolitan Borough of Doncaster and distant to Ossett?,No,replace_top_token,2,1,1,0
Is Edlington & Warmsworth within Metropolitan Borough of Doncaster and far to Elswick?,Yes,no_change,2,1,1,0
Is Edlington & Warmsworth within Metropolitan Borough of Doncaster and near to Elswick?,No,replace_dis_token,2,1,1,0
Does Edlington & Warmsworth borders Conisbrough Parks and near to Hexthorpe & Balby North?,Yes,no_change,2,1,1,0
Does Edlington & Warmsworth borders Conisbrough Parks and far to Hexthorpe & Balby North?,No,replace_dis_token,2,1,1,0
Does Edlington & Warmsworth borders Conisbrough Parks and close to Rother Vale?,Yes,no_change,2,1,1,0
Is Edlington & Warmsworth within Conisbrough Parks and close to Rother Vale?,No,replace_top_token,2,1,1,0
Is Duke's within Metropolitan Borough of Sefton and distant to Flixton?,Yes,no_change,2,1,1,0
Is Metropolitan Borough of Sefton within Duke's and distant to Flixton?,No,flip_place,2,1,1,0
Is Duke's within Metropolitan Borough of Sefton and far to Sandhill?,Yes,no_change,2,1,1,0
Is Metropolitan Borough of Sefton within Duke's and far to Sandhill?,No,flip_place,2,1,1,0
Does Duke's borders Ainsdale and near to Norwood?,Yes,no_change,2,1,1,0
Is Duke's within Ainsdale and near to Norwood?,No,replace_top_token,2,1,1,0
Does Duke's borders Ainsdale and close to Park?,Yes,no_change,2,1,1,0
Does Duke's borders Ainsdale and distant to Park?,No,replace_dis_token,2,1,1,0
Is Kensington and Fairfield within North West Euro Region and distant to Longsight?,Yes,no_change,2,1,1,0
Does Kensington and Fairfield borders North West Euro Region and distant to Longsight?,No,replace_top_token,2,1,1,0
Is Kensington and Fairfield within North West Euro Region and far to West Ecclesfield?,Yes,no_change,2,1,1,0
Does Kensington and Fairfield borders North West Euro Region and far to West Ecclesfield?,No,replace_top_token,2,1,1,0
Does Kensington and Fairfield borders Picton Cheshire and near to Tuebrook and Stoneycroft?,Yes,no_change,2,1,1,0
Is Kensington and Fairfield within Picton Cheshire and near to Tuebrook and Stoneycroft?,No,replace_top_token,2,1,1,0
Does Kensington and Fairfield borders Picton Cheshire and close to Prescot South?,Yes,no_change,2,1,1,0
Does Picton Cheshire borders Kensington and Fairfield and close to Prescot South?,No,flip_place,2,1,1,0
Is Fazakerley within Liverpool and distant to Miles Platting and Newton Heath?,Yes,no_change,2,1,1,0
Does Fazakerley borders Liverpool and distant to Miles Platting and Newton Heath?,No,replace_top_token,2,1,1,0
Is Fazakerley within Liverpool and far to Northowram and Shelf?,Yes,no_change,2,1,1,0
Is Fazakerley within Liverpool and near to Northowram and Shelf?,No,replace_dis_token,2,1,1,0
Does Fazakerley borders Warbreck and near to West Derby?,Yes,no_change,2,1,1,0
Does Warbreck borders Fazakerley and near to West Derby?,No,flip_place,2,1,1,0
Does Fazakerley borders Warbreck and close to Blackrod?,Yes,no_change,2,1,1,0
Does Fazakerley borders Warbreck and distant to Blackrod?,No,replace_dis_token,2,1,1,0
Does Hebburn South borders Hebburn North and near to Pelaw and Heworth?,Yes,no_change,2,1,1,0
Does Hebburn South borders Hebburn North and far to Pelaw and Heworth?,No,replace_dis_token,2,1,1,0
Does Hebburn South borders Hebburn North and close to Monkseaton North?,Yes,no_change,2,1,1,0
Does Hebburn South borders Hebburn North and distant to Monkseaton North?,No,replace_dis_token,2,1,1,0
Is Batley East within Kirklees and distant to Stalybridge South?,Yes,no_change,2,1,1,0
Is Kirklees within Batley East and distant to Stalybridge South?,No,flip_place,2,1,1,0
Is Batley East within Kirklees and far to St. Alphege?,Yes,no_change,2,1,1,0
Does Batley East borders Kirklees and far to St. Alphege?,No,replace_top_token,2,1,1,0
Does Batley East borders Batley West and near to Birstall and Birkenshaw?,Yes,no_change,2,1,1,0
Is Batley East within Batley West and near to Birstall and Birkenshaw?,No,replace_top_token,2,1,1,0
Does Batley East borders Batley West and close to Garforth and Swillington?,Yes,no_change,2,1,1,0
Is Batley East within Batley West and close to Garforth and Swillington?,No,replace_top_token,2,1,1,0
Is Cherryfield within Metropolitan Borough of Knowsley and distant to Westhoughton?,Yes,no_change,2,1,1,0
Does Cherryfield borders Metropolitan Borough of Knowsley and distant to Westhoughton?,No,replace_top_token,2,1,1,0
Is Cherryfield within Metropolitan Borough of Knowsley and far to Ossett?,Yes,no_change,2,1,1,0
Is Metropolitan Borough of Knowsley within Cherryfield and far to Ossett?,No,flip_place,2,1,1,0
Does Cherryfield borders Croxteth and near to Page Moss?,Yes,no_change,2,1,1,0
Does Croxteth borders Cherryfield and near to Page Moss?,No,flip_place,2,1,1,0
Does Cherryfield borders Croxteth and close to Duke's?,Yes,no_change,2,1,1,0
Does Cherryfield borders Croxteth and distant to Duke's?,No,replace_dis_token,2,1,1,0
Is Altofts and Whitwood within Yorkshire and the Humber Euro Region and distant to Eccleshill?,Yes,no_change,2,1,1,0
Is Yorkshire and the Humber Euro Region within Altofts and Whitwood and distant to Eccleshill?,No,flip_place,2,1,1,0
Is Altofts and Whitwood within Yorkshire and the Humber Euro Region and far to Erdington?,Yes,no_change,2,1,1,0
Is Yorkshire and the Humber Euro Region within Altofts and Whitwood and far to Erdington?,No,flip_place,2,1,1,0
Does Altofts and Whitwood borders Normanton West Yorkshire and near to Castleford Central and Glasshoughton?,Yes,no_change,2,1,1,0
Does Altofts and Whitwood borders Normanton West Yorkshire and far to Castleford Central and Glasshoughton?,No,replace_dis_token,2,1,1,0
Does Altofts and Whitwood borders Normanton West Yorkshire and close to Tong?,Yes,no_change,2,1,1,0
Is Altofts and Whitwood within Normanton West Yorkshire and close to Tong?,No,replace_top_token,2,1,1,0
Is Shard End within Birmingham and distant to Spring Vale?,Yes,no_change,2,1,1,0
Does Shard End borders Birmingham and distant to Spring Vale?,No,replace_top_token,2,1,1,0
Is Shard End within Birmingham and far to Smallbridge and Firgrove?,Yes,no_change,2,1,1,0
Does Shard End borders Birmingham and far to Smallbridge and Firgrove?,No,replace_top_token,2,1,1,0
Does Shard End borders Castle Bromwich and near to Washwood Heath?,Yes,no_change,2,1,1,0
Does Shard End borders Castle Bromwich and far to Washwood Heath?,No,replace_dis_token,2,1,1,0
Does Shard End borders Castle Bromwich and close to Shirley West?,Yes,no_change,2,1,1,0
Does Shard End borders Castle Bromwich and distant to Shirley West?,No,replace_dis_token,2,1,1,0
Is St. Michael's within Coventry and distant to Whickham North?,Yes,no_change,2,1,1,0
Is St. Michael's within Coventry and close to Whickham North?,No,replace_dis_token,2,1,1,0
Is St. Michael's within Coventry and far to Sutton Weaver (civil parish)?,Yes,no_change,2,1,1,0
Does St. Michael's borders Coventry and far to Sutton Weaver (civil parish)?,No,replace_top_token,2,1,1,0
Does St. Michael's borders Millfield and near to Upper Stoke?,Yes,no_change,2,1,1,0
Does St. Michael's borders Millfield and far to Upper Stoke?,No,replace_dis_token,2,1,1,0
Does St. Michael's borders Millfield and close to Rainhill?,Yes,no_change,2,1,1,0
Does Millfield borders St. Michael's and close to Rainhill?,No,flip_place,2,1,1,0
Is Oscott within Birmingham and distant to Sherbourne Warwickshire?,Yes,no_change,2,1,1,0
Does Oscott borders Birmingham and distant to Sherbourne Warwickshire?,No,replace_top_token,2,1,1,0
Is Oscott within Birmingham and far to West Kirby and Thurstaston?,Yes,no_change,2,1,1,0
Is Birmingham within Oscott and far to West Kirby and Thurstaston?,No,flip_place,2,1,1,0
Does Oscott borders Stockland Green and near to Pheasey Park Farm?,Yes,no_change,2,1,1,0
Does Stockland Green borders Oscott and near to Pheasey Park Farm?,No,flip_place,2,1,1,0
Does Oscott borders Stockland Green and close to Sparkbrook?,Yes,no_change,2,1,1,0
Is Oscott within Stockland Green and close to Sparkbrook?,No,replace_top_token,2,1,1,0
Is Collingwood within North East Euro Region and distant to Crawcrook and Greenside?,Yes,no_change,2,1,1,0
Is Collingwood within North East Euro Region and close to Crawcrook and Greenside?,No,replace_dis_token,2,1,1,0
Is Collingwood within North East Euro Region and far to Moss Side?,Yes,no_change,2,1,1,0
Is North East Euro Region within Collingwood and far to Moss Side?,No,flip_place,2,1,1,0
Does Collingwood borders Preston and near to Westoe?,Yes,no_change,2,1,1,0
Does Collingwood borders Preston and far to Westoe?,No,replace_dis_token,2,1,1,0
Does Collingwood borders Preston and close to Denton?,Yes,no_change,2,1,1,0
Does Preston borders Collingwood and close to Denton?,No,flip_place,2,1,1,0
Is Darnall within Sheffield and distant to Dewsbury East?,Yes,no_change,2,1,1,0
Is Sheffield within Darnall and distant to Dewsbury East?,No,flip_place,2,1,1,0
Is Darnall within Sheffield and far to Kingshurst and Fordbridge?,Yes,no_change,2,1,1,0
Is Sheffield within Darnall and far to Kingshurst and Fordbridge?,No,flip_place,2,1,1,0
Does Darnall borders Manor Castle and near to Rotherham West?,Yes,no_change,2,1,1,0
Is Darnall within Manor Castle and near to Rotherham West?,No,replace_top_token,2,1,1,0
Does Darnall borders Manor Castle and close to Conisbrough Parks?,Yes,no_change,2,1,1,0
Does Darnall borders Manor Castle and distant to Conisbrough Parks?,No,replace_dis_token,2,1,1,0
Is Liversedge and Gomersal within Kirklees and distant to Waterhead?,Yes,no_change,2,1,1,0
Does Liversedge and Gomersal borders Kirklees and distant to Waterhead?,No,replace_top_token,2,1,1,0
Is Liversedge and Gomersal within Kirklees and far to Lowton East?,Yes,no_change,2,1,1,0
Is Liversedge and Gomersal within Kirklees and near to Lowton East?,No,replace_dis_token,2,1,1,0
Does Liversedge and Gomersal borders Mirfield and near to Rastrick?,Yes,no_change,2,1,1,0
Is Liversedge and Gomersal within Mirfield and near to Rastrick?,No,replace_top_token,2,1,1,0
Does Liversedge and Gomersal borders Mirfield and close to Denby Dale?,Yes,no_change,2,1,1,0
Is Liversedge and Gomersal within Mirfield and close to Denby Dale?,No,replace_top_token,2,1,1,0
Is Stanley and Outwood East within Yorkshire and the Humber Euro Region and distant to Stannington?,Yes,no_change,2,1,1,0
Is Yorkshire and the Humber Euro Region within Stanley and Outwood East and distant to Stannington?,No,flip_place,2,1,1,0
Is Stanley and Outwood East within Yorkshire and the Humber Euro Region and far to Whitley Bay?,Yes,no_change,2,1,1,0
Is Stanley and Outwood East within Yorkshire and the Humber Euro Region and near to Whitley Bay?,No,replace_dis_token,2,1,1,0
Does Stanley and Outwood East borders Rothwell and near to Wakefield Rural?,Yes,no_change,2,1,1,0
Does Stanley and Outwood East borders Rothwell and far to Wakefield Rural?,No,replace_dis_token,2,1,1,0
Does Stanley and Outwood East borders Rothwell and close to Horsforth?,Yes,no_change,2,1,1,0
Is Stanley and Outwood East within Rothwell and close to Horsforth?,No,replace_top_token,2,1,1,0
Is Milnrow and Newhey within North West Euro Region and distant to St. Gabriels?,Yes,no_change,2,1,1,0
Does Milnrow and Newhey borders North West Euro Region and distant to St. Gabriels?,No,replace_top_token,2,1,1,0
Is Milnrow and Newhey within North West Euro Region and far to Pelaw and Heworth?,Yes,no_change,2,1,1,0
Is Milnrow and Newhey within North West Euro Region and near to Pelaw and Heworth?,No,replace_dis_token,2,1,1,0
Does Milnrow and Newhey borders Saddleworth North and near to Todmorden?,Yes,no_change,2,1,1,0
Does Saddleworth North borders Milnrow and Newhey and near to Todmorden?,No,flip_place,2,1,1,0
Does Milnrow and Newhey borders Saddleworth North and close to Stalybridge South?,Yes,no_change,2,1,1,0
Does Saddleworth North borders Milnrow and Newhey and close to Stalybridge South?,No,flip_place,2,1,1,0
Is Preston within North Tyneside and distant to Ryton Crookhill and Stella?,Yes,no_change,2,1,1,0
Is North Tyneside within Preston and distant to Ryton Crookhill and Stella?,No,flip_place,2,1,1,0
Is Preston within North Tyneside and far to Quarry Bank and Dudley Wood?,Yes,no_change,2,1,1,0
Is North Tyneside within Preston and far to Quarry Bank and Dudley Wood?,No,flip_place,2,1,1,0
Does Preston borders Cullercoats and near to Tynemouth?,Yes,no_change,2,1,1,0
Does Cullercoats borders Preston and near to Tynemouth?,No,flip_place,2,1,1,0
Does Preston borders Cullercoats and close to Whickham South and Sunniside?,Yes,no_change,2,1,1,0
Does Cullercoats borders Preston and close to Whickham South and Sunniside?,No,flip_place,2,1,1,0
Is Calder within Yorkshire and the Humber Euro Region and distant to Cudworth?,Yes,no_change,2,1,1,0
Is Calder within Yorkshire and the Humber Euro Region and close to Cudworth?,No,replace_dis_token,2,1,1,0
Is Calder within Yorkshire and the Humber Euro Region and far to Longbenton?,Yes,no_change,2,1,1,0
Is Yorkshire and the Humber Euro Region within Calder and far to Longbenton?,No,flip_place,2,1,1,0
Does Calder borders Ryburn and near to Luddendenfoot?,Yes,no_change,2,1,1,0
Does Calder borders Ryburn and far to Luddendenfoot?,No,replace_dis_token,2,1,1,0
Does Calder borders Ryburn and close to Tong?,Yes,no_change,2,1,1,0
Is Calder within Ryburn and close to Tong?,No,replace_top_token,2,1,1,0
Is Springfield within Birmingham and distant to Wednesfield North?,Yes,no_change,2,1,1,0
Is Springfield within Birmingham and close to Wednesfield North?,No,replace_dis_token,2,1,1,0
Is Springfield within Birmingham and far to St. Gabriels?,Yes,no_change,2,1,1,0
Is Birmingham within Springfield and far to St. Gabriels?,No,flip_place,2,1,1,0
Does Springfield borders Moseley and Kings Heath and near to St. Alphege?,Yes,no_change,2,1,1,0
Does Moseley and Kings Heath borders Springfield and near to St. Alphege?,No,flip_place,2,1,1,0
Does Springfield borders Moseley and Kings Heath and close to Tipton Green?,Yes,no_change,2,1,1,0
Is Springfield within Moseley and Kings Heath and close to Tipton Green?,No,replace_top_token,2,1,1,0
Is Houghton within City of Sunderland and distant to Ryton Crookhill and Stella?,Yes,no_change,2,1,1,0
Does Houghton borders City of Sunderland and distant to Ryton Crookhill and Stella?,No,replace_top_token,2,1,1,0
Is Houghton within City of Sunderland and far to Woodhouse Park?,Yes,no_change,2,1,1,0
Does Houghton borders City of Sunderland and far to Woodhouse Park?,No,replace_top_token,2,1,1,0
Does Houghton borders Shiney Row and near to Hetton-le-Hole?,Yes,no_change,2,1,1,0
Is Houghton within Shiney Row and near to Hetton-le-Hole?,No,replace_top_token,2,1,1,0
Does Houghton borders Shiney Row and close to North Jesmond?,Yes,no_change,2,1,1,0
Does Shiney Row borders Houghton and close to North Jesmond?,No,flip_place,2,1,1,0
Is Rawmarsh within Metropolitan Borough of Rotherham and distant to Tong?,Yes,no_change,2,1,1,0
Is Metropolitan Borough of Rotherham within Rawmarsh and distant to Tong?,No,flip_place,2,1,1,0
Is Rawmarsh within Metropolitan Borough of Rotherham and far to Walker?,Yes,no_change,2,1,1,0
Is Metropolitan Borough of Rotherham within Rawmarsh and far to Walker?,No,flip_place,2,1,1,0
Does Rawmarsh borders Rotherham West and near to Sitwell?,Yes,no_change,2,1,1,0
Does Rotherham West borders Rawmarsh and near to Sitwell?,No,flip_place,2,1,1,0
Does Rawmarsh borders Rotherham West and close to Stannington?,Yes,no_change,2,1,1,0
Does Rawmarsh borders Rotherham West and distant to Stannington?,No,replace_dis_token,2,1,1,0
Is Flixton within North West Euro Region and distant to Shevington with Lower Ground?,Yes,no_change,2,1,1,0
Is Flixton within North West Euro Region and close to Shevington with Lower Ground?,No,replace_dis_token,2,1,1,0
Is Flixton within North West Euro Region and far to Wakefield West?,Yes,no_change,2,1,1,0
Does Flixton borders North West Euro Region and far to Wakefield West?,No,replace_top_token,2,1,1,0
Does Flixton borders Bucklow-St. Martins and near to Worsley?,Yes,no_change,2,1,1,0
Is Flixton within Bucklow-St. Martins and near to Worsley?,No,replace_top_token,2,1,1,0
Does Flixton borders Bucklow-St. Martins and close to Hulton?,Yes,no_change,2,1,1,0
Is Flixton within Bucklow-St. Martins and close to Hulton?,No,replace_top_token,2,1,1,0
Does Longbenton borders Parklands and near to North Jesmond?,Yes,no_change,2,1,1,0
Is Longbenton within Parklands and near to North Jesmond?,No,replace_top_token,2,1,1,0
Does Longbenton borders Parklands and close to Pelaw and Heworth?,Yes,no_change,2,1,1,0
Does Parklands borders Longbenton and close to Pelaw and Heworth?,No,flip_place,2,1,1,0
Is Great Bridge within Sandwell and distant to Kingshurst and Fordbridge?,Yes,no_change,2,1,1,0
Is Great Bridge within Sandwell and close to Kingshurst and Fordbridge?,No,replace_dis_token,2,1,1,0
Is Great Bridge within Sandwell and far to Lindley?,Yes,no_change,2,1,1,0
Is Great Bridge within Sandwell and near to Lindley?,No,replace_dis_token,2,1,1,0
Does Great Bridge borders Princes End and near to Smethwick?,Yes,no_change,2,1,1,0
Does Princes End borders Great Bridge and near to Smethwick?,No,flip_place,2,1,1,0
Does Great Bridge borders Princes End and close to Tyburn?,Yes,no_change,2,1,1,0
Is Great Bridge within Princes End and close to Tyburn?,No,replace_top_token,2,1,1,0
Is Page Moss within Metropolitan Borough of Knowsley and distant to Tottington?,Yes,no_change,2,1,1,0
Is Page Moss within Metropolitan Borough of Knowsley and close to Tottington?,No,replace_dis_token,2,1,1,0
Is Page Moss within Metropolitan Borough of Knowsley and far to Roman Ridge?,Yes,no_change,2,1,1,0
Does Page Moss borders Metropolitan Borough of Knowsley and far to Roman Ridge?,No,replace_top_token,2,1,1,0
Does Page Moss borders Stockbridge and near to St. Gabriels?,Yes,no_change,2,1,1,0
Does Page Moss borders Stockbridge and far to St. Gabriels?,No,replace_dis_token,2,1,1,0
Does Page Moss borders Stockbridge and close to Whitefield?,Yes,no_change,2,1,1,0
Does Stockbridge borders Page Moss and close to Whitefield?,No,flip_place,2,1,1,0
Is Fawdon within Newcastle upon Tyne and distant to St. Michael's?,Yes,no_change,2,1,1,0
Is Newcastle upon Tyne within Fawdon and distant to St. Michael's?,No,flip_place,2,1,1,0
Is Fawdon within Newcastle upon Tyne and far to Heald Green?,Yes,no_change,2,1,1,0
Does Fawdon borders Newcastle upon Tyne and far to Heald Green?,No,replace_top_token,2,1,1,0
Does Fawdon borders Parklands and near to North Jesmond?,Yes,no_change,2,1,1,0
Does Fawdon borders Parklands and far to North Jesmond?,No,replace_dis_token,2,1,1,0
Does Fawdon borders Parklands and close to Horsley Hill?,Yes,no_change,2,1,1,0
Is Fawdon within Parklands and close to Horsley Hill?,No,replace_top_token,2,1,1,0
Is North Jesmond within Newcastle upon Tyne and distant to Ryhope?,Yes,no_change,2,1,1,0
Is Newcastle upon Tyne within North Jesmond and distant to Ryhope?,No,flip_place,2,1,1,0
Is North Jesmond within Newcastle upon Tyne and far to Wingfield?,Yes,no_change,2,1,1,0
Does North Jesmond borders Newcastle upon Tyne and far to Wingfield?,No,replace_top_token,2,1,1,0
Does North Jesmond borders Wingrove and near to Ouseburn?,Yes,no_change,2,1,1,0
Does North Jesmond borders Wingrove and far to Ouseburn?,No,replace_dis_token,2,1,1,0
Does North Jesmond borders Wingrove and close to Whickham South and Sunniside?,Yes,no_change,2,1,1,0
Does Wingrove borders North Jesmond and close to Whickham South and Sunniside?,No,flip_place,2,1,1,0
Is Headingley within Yorkshire and the Humber Euro Region and distant to Nether Edge & Sharrow?,Yes,no_change,2,1,1,0
