place1,dis,place2_Y,dir,place2_Z,triplet,question,answer,transition
Calder,far,Victoria,south,Chopwell and Rowlands Gill,"Calder is far Victoria, south Chopwell and Rowlands Gill",Is Calder far to Victoria and south of Chopwell and Rowlands Gill?,Yes,no_change
Calder,far,Victoria,south,Chopwell and Rowlands Gill,"Calder is far Victoria, south Chopwell and Rowlands Gill",Is Victoria near to Calder and south of Chopwell and Rowlands Gill?,No,flip_place_replace_distance
Leasowe and Moreton East,near,New Brighton,west,Ordsall,"Leasowe and Moreton East is near New Brighton, west Ordsall",Is Leasowe and Moreton East near to New Brighton and west of Ordsall?,Yes,no_change
Leasowe and Moreton East,near,New Brighton,west,Ordsall,"Leasowe and Moreton East is near New Brighton, west Ordsall",Is Leasowe and Moreton East near to New Brighton and east of Ordsall?,No,replace_direction
Leasowe and Moreton East,close,St. Michael's,north,Westwood,"Leasowe and Moreton East is close St. Michael's, north Westwood",Is Leasowe and Moreton East close to St. Michael's and north of Westwood?,Yes,no_change
Leasowe and Moreton East,close,St. Michael's,north,Westwood,"Leasowe and Moreton East is close St. Michael's, north Westwood",Is St. Michael's distant to Leasowe and Moreton East and north of Westwood?,No,flip_place_replace_distance
Leasowe and Moreton East,distant,Westhoughton North and Chew Moor,south,South Jesmond,"Leasowe and Moreton East is distant Westhoughton North and Chew Moor, south South Jesmond",Is Leasowe and Moreton East distant to Westhoughton North and Chew Moor and south of South Jesmond?,Yes,no_change
Leasowe and Moreton East,distant,Westhoughton North and Chew Moor,south,South Jesmond,"Leasowe and Moreton East is distant Westhoughton North and Chew Moor, south South Jesmond",Is Westhoughton North and Chew Moor close to Leasowe and Moreton East and south of South Jesmond?,No,flip_place_replace_distance
Leasowe and Moreton East,far,North Jesmond,east,Hoylake and Meols,"Leasowe and Moreton East is far North Jesmond, east Hoylake and Meols",Is Leasowe and Moreton East far to North Jesmond and east of Hoylake and Meols?,Yes,no_change
Leasowe and Moreton East,far,North Jesmond,east,Hoylake and Meols,"Leasowe and Moreton East is far North Jesmond, east Hoylake and Meols",Is Leasowe and Moreton East near to North Jesmond and east of Hoylake and Meols?,No,replace_distance
Toller,near,Wyke,north,Brinnington and Central,"Toller is near Wyke, north Brinnington and Central",Is Toller near to Wyke and north of Brinnington and Central?,Yes,no_change
Toller,near,Wyke,north,Brinnington and Central,"Toller is near Wyke, north Brinnington and Central",Is Toller near to Wyke and south of Brinnington and Central?,No,replace_direction
Toller,close,Kirkburton,east,Smithills,"Toller is close Kirkburton, east Smithills",Is Toller close to Kirkburton and east of Smithills?,Yes,no_change
Toller,close,Kirkburton,east,Smithills,"Toller is close Kirkburton, east Smithills",Is Toller distant to Kirkburton and east of Smithills?,No,replace_distance
Toller,distant,Withington,west,Morley West Yorkshire,"Toller is distant Withington, west Morley West Yorkshire",Is Toller distant to Withington and west of Morley West Yorkshire?,Yes,no_change
Toller,distant,Withington,west,Morley West Yorkshire,"Toller is distant Withington, west Morley West Yorkshire",Is Toller close to Withington and west of Morley West Yorkshire?,No,replace_distance
Toller,far,Whitley Bay,south,Beacon and Bents,"Toller is far Whitley Bay, south Beacon and Bents",Is Toller far to Whitley Bay and south of Beacon and Bents?,Yes,no_change
Toller,far,Whitley Bay,south,Beacon and Bents,"Toller is far Whitley Bay, south Beacon and Bents",Is Whitley Bay near to Toller and south of Beacon and Bents?,No,flip_place_replace_distance
Windle St Helens,distant,Withington,west,North Manor,"Windle St Helens is distant Withington, west North Manor",Is Windle St Helens distant to Withington and west of North Manor?,Yes,no_change
Windle St Helens,distant,Withington,west,North Manor,"Windle St Helens is distant Withington, west North Manor",Is Windle St Helens close to Withington and west of North Manor?,No,replace_distance
Windle St Helens,far,Blakelaw and North Fenham,south,Harton,"Windle St Helens is far Blakelaw and North Fenham, south Harton",Is Windle St Helens far to Blakelaw and North Fenham and south of Harton?,Yes,no_change
Windle St Helens,far,Blakelaw and North Fenham,south,Harton,"Windle St Helens is far Blakelaw and North Fenham, south Harton",Is Windle St Helens near to Blakelaw and North Fenham and south of Harton?,No,replace_distance
Gleadless Valley,near,Graves Park,west,Rossington,"Gleadless Valley is near Graves Park, west Rossington",Is Gleadless Valley near to Graves Park and west of Rossington?,Yes,no_change
Gleadless Valley,near,Graves Park,west,Rossington,"Gleadless Valley is near Graves Park, west Rossington",Is Gleadless Valley far to Graves Park and west of Rossington?,No,replace_distance
Gleadless Valley,close,Wombwell,south,Warley,"Gleadless Valley is close Wombwell, south Warley",Is Gleadless Valley close to Wombwell and south of Warley?,Yes,no_change
Gleadless Valley,close,Wombwell,south,Warley,"Gleadless Valley is close Wombwell, south Warley",Is Gleadless Valley distant to Wombwell and south of Warley?,No,replace_distance
Gleadless Valley,distant,Reddish South,east,Ramsbottom,"Gleadless Valley is distant Reddish South, east Ramsbottom",Is Gleadless Valley distant to Reddish South and east of Ramsbottom?,Yes,no_change
Gleadless Valley,distant,Reddish South,east,Ramsbottom,"Gleadless Valley is distant Reddish South, east Ramsbottom",Is Reddish South close to Gleadless Valley and east of Ramsbottom?,No,flip_place_replace_distance
Gleadless Valley,far,St. Mary's,north,Hayley Green and Cradley South,"Gleadless Valley is far St. Mary's, north Hayley Green and Cradley South",Is Gleadless Valley far to St. Mary's and north of Hayley Green and Cradley South?,Yes,no_change
Gleadless Valley,far,St. Mary's,north,Hayley Green and Cradley South,"Gleadless Valley is far St. Mary's, north Hayley Green and Cradley South",Is Gleadless Valley far to St. Mary's and south of Hayley Green and Cradley South?,No,replace_direction
Sitwell,near,Wickersley,south,Silksworth,"Sitwell is near Wickersley, south Silksworth",Is Sitwell near to Wickersley and south of Silksworth?,Yes,no_change
Sitwell,near,Wickersley,south,Silksworth,"Sitwell is near Wickersley, south Silksworth",Is Wickersley far to Sitwell and south of Silksworth?,No,flip_place_replace_distance
Sitwell,close,South Elmsall and South Kirkby,east,Heswall,"Sitwell is close South Elmsall and South Kirkby, east Heswall",Is Sitwell close to South Elmsall and South Kirkby and east of Heswall?,Yes,no_change
Sitwell,close,South Elmsall and South Kirkby,east,Heswall,"Sitwell is close South Elmsall and South Kirkby, east Heswall",Is Sitwell close to South Elmsall and South Kirkby and west of Heswall?,No,replace_direction
Sitwell,distant,Holme Valley,north,Moseley and Kings Heath,"Sitwell is distant Holme Valley, north Moseley and Kings Heath",Is Sitwell distant to Holme Valley and north of Moseley and Kings Heath?,Yes,no_change
Sitwell,distant,Holme Valley,north,Moseley and Kings Heath,"Sitwell is distant Holme Valley, north Moseley and Kings Heath",Is Sitwell distant to Holme Valley and south of Moseley and Kings Heath?,No,replace_direction
Sitwell,far,Washington Central,west,Dinnington St. John's,"Sitwell is far Washington Central, west Dinnington St. John's",Is Sitwell far to Washington Central and west of Dinnington St. John's?,Yes,no_change
Sitwell,far,Washington Central,west,Dinnington St. John's,"Sitwell is far Washington Central, west Dinnington St. John's",Is Sitwell near to Washington Central and west of Dinnington St. John's?,No,replace_distance
Harton,near,Simonside and Rekendyke,north,Coseley East,"Harton is near Simonside and Rekendyke, north Coseley East",Is Harton near to Simonside and Rekendyke and north of Coseley East?,Yes,no_change
Harton,near,Simonside and Rekendyke,north,Coseley East,"Harton is near Simonside and Rekendyke, north Coseley East",Is Harton near to Simonside and Rekendyke and south of Coseley East?,No,replace_direction
Harton,close,Monkseaton North,east,Westgate,"Harton is close Monkseaton North, east Westgate",Is Harton close to Monkseaton North and east of Westgate?,Yes,no_change
Harton,close,Monkseaton North,east,Westgate,"Harton is close Monkseaton North, east Westgate",Is Monkseaton North distant to Harton and east of Westgate?,No,flip_place_replace_distance
Harton,distant,Lemington,west,Whitburn and Marsden,"Harton is distant Lemington, west Whitburn and Marsden",Is Harton distant to Lemington and west of Whitburn and Marsden?,Yes,no_change
Harton,distant,Lemington,west,Whitburn and Marsden,"Harton is distant Lemington, west Whitburn and Marsden",Is Harton close to Lemington and west of Whitburn and Marsden?,No,replace_distance
Harton,far,Shevington with Lower Ground,south,Tynemouth,"Harton is far Shevington with Lower Ground, south Tynemouth",Is Harton far to Shevington with Lower Ground and south of Tynemouth?,Yes,no_change
Harton,far,Shevington with Lower Ground,south,Tynemouth,"Harton is far Shevington with Lower Ground, south Tynemouth",Is Harton near to Shevington with Lower Ground and south of Tynemouth?,No,replace_distance
Wombwell,near,Worsbrough,south,Batley West,"Wombwell is near Worsbrough, south Batley West",Is Wombwell near to Worsbrough and south of Batley West?,Yes,no_change
Wombwell,near,Worsbrough,south,Batley West,"Wombwell is near Worsbrough, south Batley West",Is Wombwell far to Worsbrough and south of Batley West?,No,replace_distance
Wombwell,close,Conisbrough Parks,east,Cadishead,"Wombwell is close Conisbrough Parks, east Cadishead",Is Wombwell close to Conisbrough Parks and east of Cadishead?,Yes,no_change
Wombwell,close,Conisbrough Parks,east,Cadishead,"Wombwell is close Conisbrough Parks, east Cadishead",Is Wombwell close to Conisbrough Parks and west of Cadishead?,No,replace_direction
Wombwell,distant,Finningley,north,Pelsall,"Wombwell is distant Finningley, north Pelsall",Is Wombwell distant to Finningley and north of Pelsall?,Yes,no_change
Wombwell,distant,Finningley,north,Pelsall,"Wombwell is distant Finningley, north Pelsall",Is Wombwell distant to Finningley and south of Pelsall?,No,replace_direction
Wombwell,far,Woodhouse Park,west,Rossington,"Wombwell is far Woodhouse Park, west Rossington",Is Wombwell far to Woodhouse Park and west of Rossington?,Yes,no_change
Wombwell,far,Woodhouse Park,west,Rossington,"Wombwell is far Woodhouse Park, west Rossington",Is Wombwell near to Woodhouse Park and west of Rossington?,No,replace_distance
Westgate,near,Whickham South and Sunniside,north,Thorne & Moorends,"Westgate is near Whickham South and Sunniside, north Thorne & Moorends",Is Westgate near to Whickham South and Sunniside and north of Thorne & Moorends?,Yes,no_change
Westgate,near,Whickham South and Sunniside,north,Thorne & Moorends,"Westgate is near Whickham South and Sunniside, north Thorne & Moorends",Is Westgate far to Whickham South and Sunniside and north of Thorne & Moorends?,No,replace_distance
Westgate,close,Whiteleas,west,Preston,"Westgate is close Whiteleas, west Preston",Is Westgate close to Whiteleas and west of Preston?,Yes,no_change
Westgate,close,Whiteleas,west,Preston,"Westgate is close Whiteleas, west Preston",Is Westgate distant to Whiteleas and west of Preston?,No,replace_distance
Westgate,far,Westwood,east,Chopwell and Rowlands Gill,"Westgate is far Westwood, east Chopwell and Rowlands Gill",Is Westgate far to Westwood and east of Chopwell and Rowlands Gill?,Yes,no_change
Westgate,far,Westwood,east,Chopwell and Rowlands Gill,"Westgate is far Westwood, east Chopwell and Rowlands Gill",Is Westgate near to Westwood and east of Chopwell and Rowlands Gill?,No,replace_distance
Fawdon,near,Wingrove,east,Crawcrook and Greenside,"Fawdon is near Wingrove, east Crawcrook and Greenside",Is Fawdon near to Wingrove and east of Crawcrook and Greenside?,Yes,no_change
Fawdon,near,Wingrove,east,Crawcrook and Greenside,"Fawdon is near Wingrove, east Crawcrook and Greenside",Is Fawdon near to Wingrove and west of Crawcrook and Greenside?,No,replace_direction
Fawdon,close,Tynemouth,north,Cadishead,"Fawdon is close Tynemouth, north Cadishead",Is Fawdon close to Tynemouth and north of Cadishead?,Yes,no_change
Fawdon,close,Tynemouth,north,Cadishead,"Fawdon is close Tynemouth, north Cadishead",Is Tynemouth distant to Fawdon and north of Cadishead?,No,flip_place_replace_distance
Fawdon,distant,Ryhope,west,Cullercoats,"Fawdon is distant Ryhope, west Cullercoats",Is Fawdon distant to Ryhope and west of Cullercoats?,Yes,no_change
Fawdon,distant,Ryhope,west,Cullercoats,"Fawdon is distant Ryhope, west Cullercoats",Is Fawdon distant to Ryhope and east of Cullercoats?,No,replace_direction
Fawdon,far,Wales South Yorkshire,south,Weetslade,"Fawdon is far Wales South Yorkshire, south Weetslade",Is Fawdon far to Wales South Yorkshire and south of Weetslade?,Yes,no_change
Fawdon,far,Wales South Yorkshire,south,Weetslade,"Fawdon is far Wales South Yorkshire, south Weetslade",Is Fawdon far to Wales South Yorkshire and north of Weetslade?,No,replace_direction
Roman Ridge,near,Town,east,Walkley,"Roman Ridge is near Town, east Walkley",Is Roman Ridge near to Town and east of Walkley?,Yes,no_change
Roman Ridge,near,Town,east,Walkley,"Roman Ridge is near Town, east Walkley",Is Roman Ridge far to Town and east of Walkley?,No,replace_distance
Roman Ridge,close,Swinton,north,St. Peter's,"Roman Ridge is close Swinton, north St. Peter's",Is Roman Ridge close to Swinton and north of St. Peter's?,Yes,no_change
Roman Ridge,close,Swinton,north,St. Peter's,"Roman Ridge is close Swinton, north St. Peter's",Is Swinton distant to Roman Ridge and north of St. Peter's?,No,flip_place_replace_distance
Roman Ridge,distant,Royds,south,Kippax West Yorkshire,"Roman Ridge is distant Royds, south Kippax West Yorkshire",Is Roman Ridge distant to Royds and south of Kippax West Yorkshire?,Yes,no_change
Roman Ridge,distant,Royds,south,Kippax West Yorkshire,"Roman Ridge is distant Royds, south Kippax West Yorkshire",Is Royds close to Roman Ridge and south of Kippax West Yorkshire?,No,flip_place_replace_distance
Roman Ridge,far,Astley Village,west,Bentley,"Roman Ridge is far Astley Village, west Bentley",Is Roman Ridge far to Astley Village and west of Bentley?,Yes,no_change
Roman Ridge,far,Astley Village,west,Bentley,"Roman Ridge is far Astley Village, west Bentley",Is Roman Ridge far to Astley Village and east of Bentley?,No,replace_direction
Adwick le Street & Carcroft,near,Roman Ridge,east,Kearsley,"Adwick le Street & Carcroft is near Roman Ridge, east Kearsley",Is Adwick le Street & Carcroft near to Roman Ridge and east of Kearsley?,Yes,no_change
Adwick le Street & Carcroft,near,Roman Ridge,east,Kearsley,"Adwick le Street & Carcroft is near Roman Ridge, east Kearsley",Is Adwick le Street & Carcroft near to Roman Ridge and west of Kearsley?,No,replace_direction
Adwick le Street & Carcroft,close,Pontefract North,south,Fellgate and Hedworth,"Adwick le Street & Carcroft is close Pontefract North, south Fellgate and Hedworth",Is Adwick le Street & Carcroft close to Pontefract North and south of Fellgate and Hedworth?,Yes,no_change
Adwick le Street & Carcroft,close,Pontefract North,south,Fellgate and Hedworth,"Adwick le Street & Carcroft is close Pontefract North, south Fellgate and Hedworth",Is Adwick le Street & Carcroft distant to Pontefract North and south of Fellgate and Hedworth?,No,replace_distance
Adwick le Street & Carcroft,distant,Manningham,north,Halesowen South,"Adwick le Street & Carcroft is distant Manningham, north Halesowen South",Is Adwick le Street & Carcroft distant to Manningham and north of Halesowen South?,Yes,no_change
Adwick le Street & Carcroft,distant,Manningham,north,Halesowen South,"Adwick le Street & Carcroft is distant Manningham, north Halesowen South",Is Adwick le Street & Carcroft close to Manningham and north of Halesowen South?,No,replace_distance
Adwick le Street & Carcroft,far,Aspull New Springs Whelley,west,Hatfield,"Adwick le Street & Carcroft is far Aspull New Springs Whelley, west Hatfield",Is Adwick le Street & Carcroft far to Aspull New Springs Whelley and west of Hatfield?,Yes,no_change
Adwick le Street & Carcroft,far,Aspull New Springs Whelley,west,Hatfield,"Adwick le Street & Carcroft is far Aspull New Springs Whelley, west Hatfield",Is Aspull New Springs Whelley near to Adwick le Street & Carcroft and west of Hatfield?,No,flip_place_replace_distance
Princes End,near,Tividale,south,Westhoughton North and Chew Moor,"Princes End is near Tividale, south Westhoughton North and Chew Moor",Is Princes End near to Tividale and south of Westhoughton North and Chew Moor?,Yes,no_change
Princes End,near,Tividale,south,Westhoughton North and Chew Moor,"Princes End is near Tividale, south Westhoughton North and Chew Moor",Is Tividale far to Princes End and south of Westhoughton North and Chew Moor?,No,flip_place_replace_distance
Princes End,close,St. Peter's,west,Nechells,"Princes End is close St. Peter's, west Nechells",Is Princes End close to St. Peter's and west of Nechells?,Yes,no_change
Princes End,close,St. Peter's,west,Nechells,"Princes End is close St. Peter's, west Nechells",Is Princes End close to St. Peter's and east of Nechells?,No,replace_direction
Princes End,distant,St. Michael's,east,Ettingshall,"Princes End is distant St. Michael's, east Ettingshall",Is Princes End distant to St. Michael's and east of Ettingshall?,Yes,no_change
Princes End,distant,St. Michael's,east,Ettingshall,"Princes End is distant St. Michael's, east Ettingshall",Is Princes End close to St. Michael's and east of Ettingshall?,No,replace_distance
Princes End,far,Finningley,north,Oldbury,"Princes End is far Finningley, north Oldbury",Is Princes End far to Finningley and north of Oldbury?,Yes,no_change
Princes End,far,Finningley,north,Oldbury,"Princes End is far Finningley, north Oldbury",Is Princes End near to Finningley and north of Oldbury?,No,replace_distance
Crumpsall,near,Kersal,west,Stainforth & Barnby Dun,"Crumpsall is near Kersal, west Stainforth & Barnby Dun",Is Crumpsall near to Kersal and west of Stainforth & Barnby Dun?,Yes,no_change
Crumpsall,near,Kersal,west,Stainforth & Barnby Dun,"Crumpsall is near Kersal, west Stainforth & Barnby Dun",Is Kersal far to Crumpsall and west of Stainforth & Barnby Dun?,No,flip_place_replace_distance
Crumpsall,close,Hyde Werneth,north,Whoberley,"Crumpsall is close Hyde Werneth, north Whoberley",Is Crumpsall close to Hyde Werneth and north of Whoberley?,Yes,no_change
Crumpsall,close,Hyde Werneth,north,Whoberley,"Crumpsall is close Hyde Werneth, north Whoberley",Is Crumpsall distant to Hyde Werneth and north of Whoberley?,No,replace_distance
Crumpsall,distant,Windle St Helens,south,Illingworth and Mixenden,"Crumpsall is distant Windle St Helens, south Illingworth and Mixenden",Is Crumpsall distant to Windle St Helens and south of Illingworth and Mixenden?,Yes,no_change
Crumpsall,distant,Windle St Helens,south,Illingworth and Mixenden,"Crumpsall is distant Windle St Helens, south Illingworth and Mixenden",Is Crumpsall close to Windle St Helens and south of Illingworth and Mixenden?,No,replace_distance
Crumpsall,far,Wombwell,east,Walkden North,"Crumpsall is far Wombwell, east Walkden North",Is Crumpsall far to Wombwell and east of Walkden North?,Yes,no_change
Crumpsall,far,Wombwell,east,Walkden North,"Crumpsall is far Wombwell, east Walkden North",Is Wombwell near to Crumpsall and east of Walkden North?,No,flip_place_replace_distance
Aspull New Springs Whelley,near,Wigan West,west,Barton,"Aspull New Springs Whelley is near Wigan West, west Barton",Is Aspull New Springs Whelley near to Wigan West and west of Barton?,Yes,no_change
Aspull New Springs Whelley,near,Wigan West,west,Barton,"Aspull New Springs Whelley is near Wigan West, west Barton",Is Wigan West far to Aspull New Springs Whelley and west of Barton?,No,flip_place_replace_distance
Aspull New Springs Whelley,close,Radcliffe North,north,Mossley Hill,"Aspull New Springs Whelley is close Radcliffe North, north Mossley Hill",Is Aspull New Springs Whelley close to Radcliffe North and north of Mossley Hill?,Yes,no_change
Aspull New Springs Whelley,close,Radcliffe North,north,Mossley Hill,"Aspull New Springs Whelley is close Radcliffe North, north Mossley Hill",Is Radcliffe North distant to Aspull New Springs Whelley and north of Mossley Hill?,No,flip_place_replace_distance
Aspull New Springs Whelley,distant,Park,south,Wallsend,"Aspull New Springs Whelley is distant Park, south Wallsend",Is Aspull New Springs Whelley distant to Park and south of Wallsend?,Yes,no_change
Aspull New Springs Whelley,distant,Park,south,Wallsend,"Aspull New Springs Whelley is distant Park, south Wallsend",Is Park close to Aspull New Springs Whelley and south of Wallsend?,No,flip_place_replace_distance
Aspull New Springs Whelley,far,Great Barr with Yew Tree,east,Park,"Aspull New Springs Whelley is far Great Barr with Yew Tree, east Park",Is Aspull New Springs Whelley far to Great Barr with Yew Tree and east of Park?,Yes,no_change
Aspull New Springs Whelley,far,Great Barr with Yew Tree,east,Park,"Aspull New Springs Whelley is far Great Barr with Yew Tree, east Park",Is Aspull New Springs Whelley near to Great Barr with Yew Tree and east of Park?,No,replace_distance
Shevington,close,Sutton Weaver (civil parish),west,Hale Central,"Shevington is close Sutton Weaver (civil parish), west Hale Central",Is Shevington close to Sutton Weaver (civil parish) and west of Hale Central?,Yes,no_change
Shevington,close,Sutton Weaver (civil parish),west,Hale Central,"Shevington is close Sutton Weaver (civil parish), west Hale Central",Is Sutton Weaver (civil parish) distant to Shevington and west of Hale Central?,No,flip_place_replace_distance
Shevington,distant,Westhoughton,north,Lyndon,"Shevington is distant Westhoughton, north Lyndon",Is Shevington distant to Westhoughton and north of Lyndon?,Yes,no_change
Shevington,distant,Westhoughton,north,Lyndon,"Shevington is distant Westhoughton, north Lyndon",Is Shevington distant to Westhoughton and south of Lyndon?,No,replace_direction
Shevington,far,Wickersley,south,St. Peter's,"Shevington is far Wickersley, south St. Peter's",Is Shevington far to Wickersley and south of St. Peter's?,Yes,no_change
Shevington,far,Wickersley,south,St. Peter's,"Shevington is far Wickersley, south St. Peter's",Is Shevington far to Wickersley and north of St. Peter's?,No,replace_direction
Shipley,near,Windhill and Wrose,north,Chadderton North,"Shipley is near Windhill and Wrose, north Chadderton North",Is Shipley near to Windhill and Wrose and north of Chadderton North?,Yes,no_change
Shipley,near,Windhill and Wrose,north,Chadderton North,"Shipley is near Windhill and Wrose, north Chadderton North",Is Windhill and Wrose far to Shipley and north of Chadderton North?,No,flip_place_replace_distance
Shipley,close,Town,east,Smithills,"Shipley is close Town, east Smithills",Is Shipley close to Town and east of Smithills?,Yes,no_change
Shipley,close,Town,east,Smithills,"Shipley is close Town, east Smithills",Is Shipley distant to Town and east of Smithills?,No,replace_distance
Shipley,distant,Hemsworth,west,Windhill and Wrose,"Shipley is distant Hemsworth, west Windhill and Wrose",Is Shipley distant to Hemsworth and west of Windhill and Wrose?,Yes,no_change
Shipley,distant,Hemsworth,west,Windhill and Wrose,"Shipley is distant Hemsworth, west Windhill and Wrose",Is Shipley close to Hemsworth and west of Windhill and Wrose?,No,replace_distance
Shipley,far,Short Heath,south,Crawcrook and Greenside,"Shipley is far Short Heath, south Crawcrook and Greenside",Is Shipley far to Short Heath and south of Crawcrook and Greenside?,Yes,no_change
Shipley,far,Short Heath,south,Crawcrook and Greenside,"Shipley is far Short Heath, south Crawcrook and Greenside",Is Shipley near to Short Heath and south of Crawcrook and Greenside?,No,replace_distance
Darlaston South,near,St. Thomas's,west,Upper Stoke,"Darlaston South is near St. Thomas's, west Upper Stoke",Is Darlaston South near to St. Thomas's and west of Upper Stoke?,Yes,no_change
Darlaston South,near,St. Thomas's,west,Upper Stoke,"Darlaston South is near St. Thomas's, west Upper Stoke",Is Darlaston South near to St. Thomas's and east of Upper Stoke?,No,replace_direction
Darlaston South,close,Oscott,south,Dearne North,"Darlaston South is close Oscott, south Dearne North",Is Darlaston South close to Oscott and south of Dearne North?,Yes,no_change
Darlaston South,close,Oscott,south,Dearne North,"Darlaston South is close Oscott, south Dearne North",Is Darlaston South close to Oscott and north of Dearne North?,No,replace_direction
Darlaston South,distant,Olton,north,Shirley South,"Darlaston South is distant Olton, north Shirley South",Is Darlaston South distant to Olton and north of Shirley South?,Yes,no_change
Darlaston South,distant,Olton,north,Shirley South,"Darlaston South is distant Olton, north Shirley South",Is Olton close to Darlaston South and north of Shirley South?,No,flip_place_replace_distance
Darlaston South,far,Linacre,east,Kingswinford South,"Darlaston South is far Linacre, east Kingswinford South",Is Darlaston South far to Linacre and east of Kingswinford South?,Yes,no_change
Darlaston South,far,Linacre,east,Kingswinford South,"Darlaston South is far Linacre, east Kingswinford South",Is Linacre near to Darlaston South and east of Kingswinford South?,No,flip_place_replace_distance
Short Heath,near,Wednesbury South,south,Pontefract North,"Short Heath is near Wednesbury South, south Pontefract North",Is Short Heath near to Wednesbury South and south of Pontefract North?,Yes,no_change
Short Heath,near,Wednesbury South,south,Pontefract North,"Short Heath is near Wednesbury South, south Pontefract North",Is Short Heath far to Wednesbury South and south of Pontefract North?,No,replace_distance
Short Heath,close,St. Peter's,north,Lyndon,"Short Heath is close St. Peter's, north Lyndon",Is Short Heath close to St. Peter's and north of Lyndon?,Yes,no_change
Short Heath,close,St. Peter's,north,Lyndon,"Short Heath is close St. Peter's, north Lyndon",Is Short Heath distant to St. Peter's and north of Lyndon?,No,replace_distance
Short Heath,distant,Sherbourne Warwickshire,west,Great Barr with Yew Tree,"Short Heath is distant Sherbourne Warwickshire, west Great Barr with Yew Tree",Is Short Heath distant to Sherbourne Warwickshire and west of Great Barr with Yew Tree?,Yes,no_change
Short Heath,distant,Sherbourne Warwickshire,west,Great Barr with Yew Tree,"Short Heath is distant Sherbourne Warwickshire, west Great Barr with Yew Tree",Is Short Heath distant to Sherbourne Warwickshire and east of Great Barr with Yew Tree?,No,replace_direction
Short Heath,far,St. Mary's,east,Bushbury North,"Short Heath is far St. Mary's, east Bushbury North",Is Short Heath far to St. Mary's and east of Bushbury North?,Yes,no_change
Short Heath,far,St. Mary's,east,Bushbury North,"Short Heath is far St. Mary's, east Bushbury North",Is Short Heath far to St. Mary's and west of Bushbury North?,No,replace_direction
Wales South Yorkshire,near,Dinnington St. John's,east,Wavertree,"Wales South Yorkshire is near Dinnington St. John's, east Wavertree",Is Wales South Yorkshire near to Dinnington St. John's and east of Wavertree?,Yes,no_change
Wales South Yorkshire,near,Dinnington St. John's,east,Wavertree,"Wales South Yorkshire is near Dinnington St. John's, east Wavertree",Is Wales South Yorkshire near to Dinnington St. John's and west of Wavertree?,No,replace_direction
Wales South Yorkshire,close,Sprotbrough and Cusworth,south,Stanley and Outwood East,"Wales South Yorkshire is close Sprotbrough and Cusworth, south Stanley and Outwood East",Is Wales South Yorkshire close to Sprotbrough and Cusworth and south of Stanley and Outwood East?,Yes,no_change
Wales South Yorkshire,close,Sprotbrough and Cusworth,south,Stanley and Outwood East,"Wales South Yorkshire is close Sprotbrough and Cusworth, south Stanley and Outwood East",Is Wales South Yorkshire close to Sprotbrough and Cusworth and north of Stanley and Outwood East?,No,replace_direction
Wales South Yorkshire,distant,Wetherby,north,Brierley Hill,"Wales South Yorkshire is distant Wetherby, north Brierley Hill",Is Wales South Yorkshire distant to Wetherby and north of Brierley Hill?,Yes,no_change
Wales South Yorkshire,distant,Wetherby,north,Brierley Hill,"Wales South Yorkshire is distant Wetherby, north Brierley Hill",Is Wales South Yorkshire close to Wetherby and north of Brierley Hill?,No,replace_distance
Wales South Yorkshire,far,Blakelaw and North Fenham,west,Anston and Woodsetts,"Wales South Yorkshire is far Blakelaw and North Fenham, west Anston and Woodsetts",Is Wales South Yorkshire far to Blakelaw and North Fenham and west of Anston and Woodsetts?,Yes,no_change
Wales South Yorkshire,far,Blakelaw and North Fenham,west,Anston and Woodsetts,"Wales South Yorkshire is far Blakelaw and North Fenham, west Anston and Woodsetts",Is Blakelaw and North Fenham near to Wales South Yorkshire and west of Anston and Woodsetts?,No,flip_place_replace_distance
Stannington,near,West Ecclesfield,east,Ashton,"Stannington is near West Ecclesfield, east Ashton",Is Stannington near to West Ecclesfield and east of Ashton?,Yes,no_change
Stannington,near,West Ecclesfield,east,Ashton,"Stannington is near West Ecclesfield, east Ashton",Is West Ecclesfield far to Stannington and east of Ashton?,No,flip_place_replace_distance
Stannington,close,Sprotbrough and Cusworth,west,Armthorpe,"Stannington is close Sprotbrough and Cusworth, west Armthorpe",Is Stannington close to Sprotbrough and Cusworth and west of Armthorpe?,Yes,no_change
Stannington,close,Sprotbrough and Cusworth,west,Armthorpe,"Stannington is close Sprotbrough and Cusworth, west Armthorpe",Is Stannington distant to Sprotbrough and Cusworth and west of Armthorpe?,No,replace_distance
Stannington,distant,Thornton and Allerton,north,Castle Bromwich,"Stannington is distant Thornton and Allerton, north Castle Bromwich",Is Stannington distant to Thornton and Allerton and north of Castle Bromwich?,Yes,no_change
Stannington,distant,Thornton and Allerton,north,Castle Bromwich,"Stannington is distant Thornton and Allerton, north Castle Bromwich",Is Thornton and Allerton close to Stannington and north of Castle Bromwich?,No,flip_place_replace_distance
Stannington,far,Wavertree,south,City,"Stannington is far Wavertree, south City",Is Stannington far to Wavertree and south of City?,Yes,no_change
Stannington,far,Wavertree,south,City,"Stannington is far Wavertree, south City",Is Stannington far to Wavertree and north of City?,No,replace_direction
Wednesfield South,near,Willenhall North,south,Weetwood,"Wednesfield South is near Willenhall North, south Weetwood",Is Wednesfield South near to Willenhall North and south of Weetwood?,Yes,no_change
