place1,dir,place2_Y,top,place2_Z,triplet,question,answer,transition
Burmantofts and Richmond Hill,north,Meriden West Midlands,borders,Gipton and Harehills,"Burmantofts and Richmond Hill is north Meriden West Midlands, borders Gipton and Harehills",Is Meriden West Midlands north of Burmantofts and Richmond Hill and borders Gipton and Harehills?,No,flip_place_y
Childwall,north,Foleshill,within,North West Euro Region,"Childwall is north Foleshill, within North West Euro Region",Is Childwall north of Foleshill and within North West Euro Region?,Yes,no_change
Childwall,north,Foleshill,within,North West Euro Region,"Childwall is north Foleshill, within North West Euro Region",Is Childwall south of Foleshill and within North West Euro Region?,No,replace_dir_token
Childwall,west,Davenport and Cale Green,borders,Belle Vale,"Childwall is west Davenport and Cale Green, borders Belle Vale",Is Childwall west of Davenport and Cale Green and borders Belle Vale?,Yes,no_change
Childwall,west,Davenport and Cale Green,borders,Belle Vale,"Childwall is west Davenport and Cale Green, borders Belle Vale",Is Belle Vale west of Davenport and Cale Green and borders Childwall?,No,flip_place_z
Tonge with the Haulgh,west,Northowram and Shelf,within,Metropolitan Borough of Bolton,"Tonge with the Haulgh is west Northowram and Shelf, within Metropolitan Borough of Bolton",Is Tonge with the Haulgh west of Northowram and Shelf and within Metropolitan Borough of Bolton?,Yes,no_change
Tonge with the Haulgh,west,Northowram and Shelf,within,Metropolitan Borough of Bolton,"Tonge with the Haulgh is west Northowram and Shelf, within Metropolitan Borough of Bolton",Is Northowram and Shelf west of Tonge with the Haulgh and within Metropolitan Borough of Bolton?,No,flip_place_y
Tonge with the Haulgh,south,Fulwell,borders,Little Lever and Darcy Lever,"Tonge with the Haulgh is south Fulwell, borders Little Lever and Darcy Lever",Is Tonge with the Haulgh south of Fulwell and borders Little Lever and Darcy Lever?,Yes,no_change
Tonge with the Haulgh,south,Fulwell,borders,Little Lever and Darcy Lever,"Tonge with the Haulgh is south Fulwell, borders Little Lever and Darcy Lever",Is Fulwell south of Tonge with the Haulgh and borders Little Lever and Darcy Lever?,No,flip_place_y
Heaton,north,Bramhall South and Woodford,within,Yorkshire and the Humber Euro Region,"Heaton is north Bramhall South and Woodford, within Yorkshire and the Humber Euro Region",Is Heaton north of Bramhall South and Woodford and within Yorkshire and the Humber Euro Region?,Yes,no_change
Heaton,north,Bramhall South and Woodford,within,Yorkshire and the Humber Euro Region,"Heaton is north Bramhall South and Woodford, within Yorkshire and the Humber Euro Region",Is Bramhall South and Woodford north of Heaton and within Yorkshire and the Humber Euro Region?,No,flip_place_y
Heaton,west,Knottingley,borders,Windhill and Wrose,"Heaton is west Knottingley, borders Windhill and Wrose",Is Heaton west of Knottingley and borders Windhill and Wrose?,Yes,no_change
Heaton,west,Knottingley,borders,Windhill and Wrose,"Heaton is west Knottingley, borders Windhill and Wrose",Is Knottingley west of Heaton and borders Windhill and Wrose?,No,flip_place_y
Kingswinford South,west,Upper Stoke,within,Metropolitan Borough of Dudley,"Kingswinford South is west Upper Stoke, within Metropolitan Borough of Dudley",Is Kingswinford South west of Upper Stoke and within Metropolitan Borough of Dudley?,Yes,no_change
Kingswinford South,west,Upper Stoke,within,Metropolitan Borough of Dudley,"Kingswinford South is west Upper Stoke, within Metropolitan Borough of Dudley",Is Kingswinford South west of Upper Stoke and borders Metropolitan Borough of Dudley?,No,replace_top_token
Kingswinford South,south,Horbury and South Ossett,borders,Brockmoor and Pensnett,"Kingswinford South is south Horbury and South Ossett, borders Brockmoor and Pensnett",Is Kingswinford South south of Horbury and South Ossett and borders Brockmoor and Pensnett?,Yes,no_change
Kingswinford South,south,Horbury and South Ossett,borders,Brockmoor and Pensnett,"Kingswinford South is south Horbury and South Ossett, borders Brockmoor and Pensnett",Is Brockmoor and Pensnett south of Horbury and South Ossett and borders Kingswinford South?,No,flip_place_z
Holbrook,south,Halliwell,within,Coventry,"Holbrook is south Halliwell, within Coventry",Is Holbrook south of Halliwell and within Coventry?,Yes,no_change
Holbrook,south,Halliwell,within,Coventry,"Holbrook is south Halliwell, within Coventry",Is Holbrook north of Halliwell and within Coventry?,No,replace_dir_token
Holbrook,east,Pleck,borders,Radford,"Holbrook is east Pleck, borders Radford",Is Holbrook east of Pleck and borders Radford?,Yes,no_change
Holbrook,east,Pleck,borders,Radford,"Holbrook is east Pleck, borders Radford",Is Radford east of Pleck and borders Holbrook?,No,flip_place_z
St. Matthew's,west,Lower Stoke,within,West Midlands Euro Region,"St. Matthew's is west Lower Stoke, within West Midlands Euro Region",Is St. Matthew's west of Lower Stoke and within West Midlands Euro Region?,Yes,no_change
St. Matthew's,west,Lower Stoke,within,West Midlands Euro Region,"St. Matthew's is west Lower Stoke, within West Midlands Euro Region",Is Lower Stoke west of St. Matthew's and within West Midlands Euro Region?,No,flip_place_y
St. Matthew's,south,Unsworth,borders,Palfrey,"St. Matthew's is south Unsworth, borders Palfrey",Is St. Matthew's south of Unsworth and borders Palfrey?,Yes,no_change
St. Matthew's,south,Unsworth,borders,Palfrey,"St. Matthew's is south Unsworth, borders Palfrey",Is St. Matthew's north of Unsworth and borders Palfrey?,No,replace_dir_token
Cressington,south,Page Moss,within,North West Euro Region,"Cressington is south Page Moss, within North West Euro Region",Is Cressington south of Page Moss and within North West Euro Region?,Yes,no_change
Cressington,south,Page Moss,within,North West Euro Region,"Cressington is south Page Moss, within North West Euro Region",Is Cressington north of Page Moss and within North West Euro Region?,No,replace_dir_token
Cressington,north,Northfield,borders,Speke-Garston,"Cressington is north Northfield, borders Speke-Garston",Is Cressington north of Northfield and borders Speke-Garston?,Yes,no_change
Cressington,north,Northfield,borders,Speke-Garston,"Cressington is north Northfield, borders Speke-Garston",Is Cressington north of Northfield and within Speke-Garston?,No,replace_top_token
Quinton,south,Washington North,within,Birmingham,"Quinton is south Washington North, within Birmingham",Is Quinton south of Washington North and within Birmingham?,Yes,no_change
Quinton,south,Washington North,within,Birmingham,"Quinton is south Washington North, within Birmingham",Is Birmingham south of Washington North and within Quinton?,No,flip_place_z
Quinton,west,Longford,borders,Harborne,"Quinton is west Longford, borders Harborne",Is Quinton west of Longford and borders Harborne?,Yes,no_change
Quinton,west,Longford,borders,Harborne,"Quinton is west Longford, borders Harborne",Is Harborne west of Longford and borders Quinton?,No,flip_place_z
Headingley,north,Hodge Hill,within,Yorkshire and the Humber Euro Region,"Headingley is north Hodge Hill, within Yorkshire and the Humber Euro Region",Is Headingley north of Hodge Hill and within Yorkshire and the Humber Euro Region?,Yes,no_change
Headingley,north,Hodge Hill,within,Yorkshire and the Humber Euro Region,"Headingley is north Hodge Hill, within Yorkshire and the Humber Euro Region",Is Headingley south of Hodge Hill and within Yorkshire and the Humber Euro Region?,No,replace_dir_token
Headingley,east,Pemberton,borders,Kirkstall,"Headingley is east Pemberton, borders Kirkstall",Is Headingley east of Pemberton and borders Kirkstall?,Yes,no_change
Headingley,east,Pemberton,borders,Kirkstall,"Headingley is east Pemberton, borders Kirkstall",Is Kirkstall east of Pemberton and borders Headingley?,No,flip_place_z
Wetherby,north,Olton,borders,Harewood,"Wetherby is north Olton, borders Harewood",Is Wetherby north of Olton and borders Harewood?,Yes,no_change
Wetherby,north,Olton,borders,Harewood,"Wetherby is north Olton, borders Harewood",Is Wetherby north of Olton and within Harewood?,No,replace_top_token
Unsworth,west,Burmantofts and Richmond Hill,within,Metropolitan Borough of Bury,"Unsworth is west Burmantofts and Richmond Hill, within Metropolitan Borough of Bury",Is Unsworth west of Burmantofts and Richmond Hill and within Metropolitan Borough of Bury?,Yes,no_change
Unsworth,west,Burmantofts and Richmond Hill,within,Metropolitan Borough of Bury,"Unsworth is west Burmantofts and Richmond Hill, within Metropolitan Borough of Bury",Is Burmantofts and Richmond Hill west of Unsworth and within Metropolitan Borough of Bury?,No,flip_place_y
Unsworth,east,Golborne and Lowton West,borders,West Heywood,"Unsworth is east Golborne and Lowton West, borders West Heywood",Is Unsworth east of Golborne and Lowton West and borders West Heywood?,Yes,no_change
Unsworth,east,Golborne and Lowton West,borders,West Heywood,"Unsworth is east Golborne and Lowton West, borders West Heywood",Is West Heywood east of Golborne and Lowton West and borders Unsworth?,No,flip_place_z
Binley and Willenhall,south,Langworthy,within,West Midlands Euro Region,"Binley and Willenhall is south Langworthy, within West Midlands Euro Region",Is Binley and Willenhall south of Langworthy and within West Midlands Euro Region?,Yes,no_change
Binley and Willenhall,south,Langworthy,within,West Midlands Euro Region,"Binley and Willenhall is south Langworthy, within West Midlands Euro Region",Is Langworthy south of Binley and Willenhall and within West Midlands Euro Region?,No,flip_place_y
Binley and Willenhall,east,Cheylesmore,borders,Wyken,"Binley and Willenhall is east Cheylesmore, borders Wyken",Is Binley and Willenhall east of Cheylesmore and borders Wyken?,Yes,no_change
Binley and Willenhall,east,Cheylesmore,borders,Wyken,"Binley and Willenhall is east Cheylesmore, borders Wyken",Is Binley and Willenhall east of Cheylesmore and within Wyken?,No,replace_top_token
Sandhill,north,Brinnington and Central,within,City of Sunderland,"Sandhill is north Brinnington and Central, within City of Sunderland",Is Sandhill north of Brinnington and Central and within City of Sunderland?,Yes,no_change
Sandhill,north,Brinnington and Central,within,City of Sunderland,"Sandhill is north Brinnington and Central, within City of Sunderland",Is Brinnington and Central north of Sandhill and within City of Sunderland?,No,flip_place_y
Sandhill,south,Westoe,borders,Barnes,"Sandhill is south Westoe, borders Barnes",Is Sandhill south of Westoe and borders Barnes?,Yes,no_change
Sandhill,south,Westoe,borders,Barnes,"Sandhill is south Westoe, borders Barnes",Is Sandhill south of Westoe and within Barnes?,No,replace_top_token
Irlam,west,Longdendale,within,City of Salford,"Irlam is west Longdendale, within City of Salford",Is Irlam west of Longdendale and within City of Salford?,Yes,no_change
Irlam,west,Longdendale,within,City of Salford,"Irlam is west Longdendale, within City of Salford",Is City of Salford west of Longdendale and within Irlam?,No,flip_place_z
Irlam,east,Heswall,borders,Davyhulme West,"Irlam is east Heswall, borders Davyhulme West",Is Irlam east of Heswall and borders Davyhulme West?,Yes,no_change
Irlam,east,Heswall,borders,Davyhulme West,"Irlam is east Heswall, borders Davyhulme West",Is Irlam east of Heswall and within Davyhulme West?,No,replace_top_token
Eccleshill,east,Radcliffe East,within,City of Bradford,"Eccleshill is east Radcliffe East, within City of Bradford",Is Eccleshill east of Radcliffe East and within City of Bradford?,Yes,no_change
Eccleshill,east,Radcliffe East,within,City of Bradford,"Eccleshill is east Radcliffe East, within City of Bradford",Is Eccleshill west of Radcliffe East and within City of Bradford?,No,replace_dir_token
Eccleshill,north,Denton North East,borders,Bradford Moor,"Eccleshill is north Denton North East, borders Bradford Moor",Is Eccleshill north of Denton North East and borders Bradford Moor?,Yes,no_change
Eccleshill,north,Denton North East,borders,Bradford Moor,"Eccleshill is north Denton North East, borders Bradford Moor",Is Bradford Moor north of Denton North East and borders Eccleshill?,No,flip_place_z
Langley,south,Silverwood,within,Sandwell,"Langley is south Silverwood, within Sandwell",Is Langley south of Silverwood and within Sandwell?,Yes,no_change
Langley,south,Silverwood,within,Sandwell,"Langley is south Silverwood, within Sandwell",Is Langley south of Silverwood and borders Sandwell?,No,replace_top_token
Langley,west,Knowle,borders,Finstall,"Langley is west Knowle, borders Finstall",Is Langley west of Knowle and borders Finstall?,Yes,no_change
Langley,west,Knowle,borders,Finstall,"Langley is west Knowle, borders Finstall",Is Langley west of Knowle and within Finstall?,No,replace_top_token
Idle and Thackley,east,Irlam,within,Yorkshire and the Humber Euro Region,"Idle and Thackley is east Irlam, within Yorkshire and the Humber Euro Region",Is Idle and Thackley east of Irlam and within Yorkshire and the Humber Euro Region?,Yes,no_change
Idle and Thackley,east,Irlam,within,Yorkshire and the Humber Euro Region,"Idle and Thackley is east Irlam, within Yorkshire and the Humber Euro Region",Is Idle and Thackley east of Irlam and borders Yorkshire and the Humber Euro Region?,No,replace_top_token
Idle and Thackley,north,Little Horton,borders,Horsforth,"Idle and Thackley is north Little Horton, borders Horsforth",Is Idle and Thackley north of Little Horton and borders Horsforth?,Yes,no_change
Idle and Thackley,north,Little Horton,borders,Horsforth,"Idle and Thackley is north Little Horton, borders Horsforth",Is Idle and Thackley south of Little Horton and borders Horsforth?,No,replace_dir_token
Wednesfield South,south,Stretford,within,West Midlands Euro Region,"Wednesfield South is south Stretford, within West Midlands Euro Region",Is Wednesfield South south of Stretford and within West Midlands Euro Region?,Yes,no_change
Wednesfield South,south,Stretford,within,West Midlands Euro Region,"Wednesfield South is south Stretford, within West Midlands Euro Region",Is Wednesfield South north of Stretford and within West Midlands Euro Region?,No,replace_dir_token
Wednesfield South,north,Norton,borders,East Park,"Wednesfield South is north Norton, borders East Park",Is Wednesfield South north of Norton and borders East Park?,Yes,no_change
Wednesfield South,north,Norton,borders,East Park,"Wednesfield South is north Norton, borders East Park",Is East Park north of Norton and borders Wednesfield South?,No,flip_place_z
Prescot,west,Spotland and Falinge,borders,St. Michaels,"Prescot is west Spotland and Falinge, borders St. Michaels",Is Prescot west of Spotland and Falinge and borders St. Michaels?,Yes,no_change
Prescot,west,Spotland and Falinge,borders,St. Michaels,"Prescot is west Spotland and Falinge, borders St. Michaels",Is Spotland and Falinge west of Prescot and borders St. Michaels?,No,flip_place_y
Smith's Wood,south,Farnworth,borders,Shard End,"Smith's Wood is south Farnworth, borders Shard End",Is Smith's Wood south of Farnworth and borders Shard End?,Yes,no_change
Smith's Wood,south,Farnworth,borders,Shard End,"Smith's Wood is south Farnworth, borders Shard End",Is Shard End south of Farnworth and borders Smith's Wood?,No,flip_place_z
Wednesbury North,east,Bilston North,within,Sandwell,"Wednesbury North is east Bilston North, within Sandwell",Is Wednesbury North east of Bilston North and within Sandwell?,Yes,no_change
Wednesbury North,east,Bilston North,within,Sandwell,"Wednesbury North is east Bilston North, within Sandwell",Is Sandwell east of Bilston North and within Wednesbury North?,No,flip_place_z
Wednesbury North,south,Mexborough,borders,Pleck,"Wednesbury North is south Mexborough, borders Pleck",Is Wednesbury North south of Mexborough and borders Pleck?,Yes,no_change
Wednesbury North,south,Mexborough,borders,Pleck,"Wednesbury North is south Mexborough, borders Pleck",Is Mexborough south of Wednesbury North and borders Pleck?,No,flip_place_y
West Middleton,west,Greetland and Stainland,within,Metropolitan Borough of Rochdale,"West Middleton is west Greetland and Stainland, within Metropolitan Borough of Rochdale",Is West Middleton west of Greetland and Stainland and within Metropolitan Borough of Rochdale?,Yes,no_change
West Middleton,west,Greetland and Stainland,within,Metropolitan Borough of Rochdale,"West Middleton is west Greetland and Stainland, within Metropolitan Borough of Rochdale",Is Greetland and Stainland west of West Middleton and within Metropolitan Borough of Rochdale?,No,flip_place_y
West Middleton,north,Irwell Riverside,borders,North Middleton,"West Middleton is north Irwell Riverside, borders North Middleton",Is West Middleton north of Irwell Riverside and borders North Middleton?,Yes,no_change
West Middleton,north,Irwell Riverside,borders,North Middleton,"West Middleton is north Irwell Riverside, borders North Middleton",Is Irwell Riverside north of West Middleton and borders North Middleton?,No,flip_place_y
Lyndon,south,Bucklow-St. Martins,within,West Midlands Euro Region,"Lyndon is south Bucklow-St. Martins, within West Midlands Euro Region",Is Lyndon south of Bucklow-St. Martins and within West Midlands Euro Region?,Yes,no_change
Lyndon,south,Bucklow-St. Martins,within,West Midlands Euro Region,"Lyndon is south Bucklow-St. Martins, within West Midlands Euro Region",Is Lyndon north of Bucklow-St. Martins and within West Midlands Euro Region?,No,replace_dir_token
Lyndon,west,Henley,borders,Sheldon,"Lyndon is west Henley, borders Sheldon",Is Lyndon west of Henley and borders Sheldon?,Yes,no_change
Lyndon,west,Henley,borders,Sheldon,"Lyndon is west Henley, borders Sheldon",Is Lyndon west of Henley and within Sheldon?,No,replace_top_token
Walkergate,north,Rothwell,within,Newcastle upon Tyne,"Walkergate is north Rothwell, within Newcastle upon Tyne",Is Walkergate north of Rothwell and within Newcastle upon Tyne?,Yes,no_change
Walkergate,north,Rothwell,within,Newcastle upon Tyne,"Walkergate is north Rothwell, within Newcastle upon Tyne",Is Newcastle upon Tyne north of Rothwell and within Walkergate?,No,flip_place_z
Walkergate,west,Tynemouth,borders,Wallsend,"Walkergate is west Tynemouth, borders Wallsend",Is Walkergate west of Tynemouth and borders Wallsend?,Yes,no_change
Walkergate,west,Tynemouth,borders,Wallsend,"Walkergate is west Tynemouth, borders Wallsend",Is Walkergate east of Tynemouth and borders Wallsend?,No,replace_dir_token
Bilston East,south,North Jesmond,within,Wolverhampton,"Bilston East is south North Jesmond, within Wolverhampton",Is Bilston East south of North Jesmond and within Wolverhampton?,Yes,no_change
Bilston East,south,North Jesmond,within,Wolverhampton,"Bilston East is south North Jesmond, within Wolverhampton",Is Wolverhampton south of North Jesmond and within Bilston East?,No,flip_place_z
Bilston East,west,Wednesbury South,borders,Spring Vale,"Bilston East is west Wednesbury South, borders Spring Vale",Is Bilston East west of Wednesbury South and borders Spring Vale?,Yes,no_change
Bilston East,west,Wednesbury South,borders,Spring Vale,"Bilston East is west Wednesbury South, borders Spring Vale",Is Spring Vale west of Wednesbury South and borders Bilston East?,No,flip_place_z
Craven,north,Sutton Vesey,within,City of Bradford,"Craven is north Sutton Vesey, within City of Bradford",Is Craven north of Sutton Vesey and within City of Bradford?,Yes,no_change
Craven,north,Sutton Vesey,within,City of Bradford,"Craven is north Sutton Vesey, within City of Bradford",Is Craven north of Sutton Vesey and borders City of Bradford?,No,replace_top_token
Craven,east,Eccleston St Helens,borders,Keighley,"Craven is east Eccleston St Helens, borders Keighley",Is Craven east of Eccleston St Helens and borders Keighley?,Yes,no_change
Craven,east,Eccleston St Helens,borders,Keighley,"Craven is east Eccleston St Helens, borders Keighley",Is Craven west of Eccleston St Helens and borders Keighley?,No,replace_dir_token
Wombwell,east,Harington,within,Metropolitan Borough of Barnsley,"Wombwell is east Harington, within Metropolitan Borough of Barnsley",Is Wombwell east of Harington and within Metropolitan Borough of Barnsley?,Yes,no_change
Wombwell,east,Harington,within,Metropolitan Borough of Barnsley,"Wombwell is east Harington, within Metropolitan Borough of Barnsley",Is Metropolitan Borough of Barnsley east of Harington and within Wombwell?,No,flip_place_z
Wombwell,west,Hexthorpe & Balby North,borders,Worsbrough,"Wombwell is west Hexthorpe & Balby North, borders Worsbrough",Is Wombwell west of Hexthorpe & Balby North and borders Worsbrough?,Yes,no_change
Wombwell,west,Hexthorpe & Balby North,borders,Worsbrough,"Wombwell is west Hexthorpe & Balby North, borders Worsbrough",Is Hexthorpe & Balby North west of Wombwell and borders Worsbrough?,No,flip_place_y
Battle Hill,north,West Heywood,within,North East Euro Region,"Battle Hill is north West Heywood, within North East Euro Region",Is Battle Hill north of West Heywood and within North East Euro Region?,Yes,no_change
Battle Hill,north,West Heywood,within,North East Euro Region,"Battle Hill is north West Heywood, within North East Euro Region",Is North East Euro Region north of West Heywood and within Battle Hill?,No,flip_place_z
Battle Hill,east,South Heaton,borders,Chirton,"Battle Hill is east South Heaton, borders Chirton",Is Battle Hill east of South Heaton and borders Chirton?,Yes,no_change
Battle Hill,east,South Heaton,borders,Chirton,"Battle Hill is east South Heaton, borders Chirton",Is Battle Hill east of South Heaton and within Chirton?,No,replace_top_token
Pilkington Park,west,Town,within,Metropolitan Borough of Bury,"Pilkington Park is west Town, within Metropolitan Borough of Bury",Is Pilkington Park west of Town and within Metropolitan Borough of Bury?,Yes,no_change
Pilkington Park,west,Town,within,Metropolitan Borough of Bury,"Pilkington Park is west Town, within Metropolitan Borough of Bury",Is Pilkington Park east of Town and within Metropolitan Borough of Bury?,No,replace_dir_token
Pilkington Park,south,Woolsington,borders,Radcliffe West,"Pilkington Park is south Woolsington, borders Radcliffe West",Is Pilkington Park south of Woolsington and borders Radcliffe West?,Yes,no_change
Pilkington Park,south,Woolsington,borders,Radcliffe West,"Pilkington Park is south Woolsington, borders Radcliffe West",Is Pilkington Park north of Woolsington and borders Radcliffe West?,No,replace_dir_token
Washington West,north,Royston,within,City of Sunderland,"Washington West is north Royston, within City of Sunderland",Is Washington West north of Royston and within City of Sunderland?,Yes,no_change
Washington West,north,Royston,within,City of Sunderland,"Washington West is north Royston, within City of Sunderland",Is Washington West south of Royston and within City of Sunderland?,No,replace_dir_token
Washington West,south,Camperdown,borders,Windy Nook and Whitehills,"Washington West is south Camperdown, borders Windy Nook and Whitehills",Is Washington West south of Camperdown and borders Windy Nook and Whitehills?,Yes,no_change
Washington West,south,Camperdown,borders,Windy Nook and Whitehills,"Washington West is south Camperdown, borders Windy Nook and Whitehills",Is Washington West south of Camperdown and within Windy Nook and Whitehills?,No,replace_top_token
Alexandra,south,Pelaw and Heworth,within,Metropolitan Borough of Oldham,"Alexandra is south Pelaw and Heworth, within Metropolitan Borough of Oldham",Is Alexandra south of Pelaw and Heworth and within Metropolitan Borough of Oldham?,Yes,no_change
Alexandra,south,Pelaw and Heworth,within,Metropolitan Borough of Oldham,"Alexandra is south Pelaw and Heworth, within Metropolitan Borough of Oldham",Is Alexandra north of Pelaw and Heworth and within Metropolitan Borough of Oldham?,No,replace_dir_token
Alexandra,west,Darfield,borders,St. Mary's,"Alexandra is west Darfield, borders St. Mary's",Is Alexandra west of Darfield and borders St. Mary's?,Yes,no_change
Alexandra,west,Darfield,borders,St. Mary's,"Alexandra is west Darfield, borders St. Mary's",Is Alexandra east of Darfield and borders St. Mary's?,No,replace_dir_token
Weetwood,north,Crofton Ryhill and Walton,within,County Borough of Leeds,"Weetwood is north Crofton Ryhill and Walton, within County Borough of Leeds",Is Weetwood north of Crofton Ryhill and Walton and within County Borough of Leeds?,Yes,no_change
Weetwood,north,Crofton Ryhill and Walton,within,County Borough of Leeds,"Weetwood is north Crofton Ryhill and Walton, within County Borough of Leeds",Is Crofton Ryhill and Walton north of Weetwood and within County Borough of Leeds?,No,flip_place_y
Weetwood,east,Bingley,borders,Horsforth,"Weetwood is east Bingley, borders Horsforth",Is Weetwood east of Bingley and borders Horsforth?,Yes,no_change
Weetwood,east,Bingley,borders,Horsforth,"Weetwood is east Bingley, borders Horsforth",Is Bingley east of Weetwood and borders Horsforth?,No,flip_place_y
Spring Vale,south,Wibsey,within,West Midlands Euro Region,"Spring Vale is south Wibsey, within West Midlands Euro Region",Is Spring Vale south of Wibsey and within West Midlands Euro Region?,Yes,no_change
Spring Vale,south,Wibsey,within,West Midlands Euro Region,"Spring Vale is south Wibsey, within West Midlands Euro Region",Is Wibsey south of Spring Vale and within West Midlands Euro Region?,No,flip_place_y
Spring Vale,west,West Bromwich Central,borders,Ettingshall,"Spring Vale is west West Bromwich Central, borders Ettingshall",Is Spring Vale west of West Bromwich Central and borders Ettingshall?,Yes,no_change
Spring Vale,west,West Bromwich Central,borders,Ettingshall,"Spring Vale is west West Bromwich Central, borders Ettingshall",Is Spring Vale west of West Bromwich Central and within Ettingshall?,No,replace_top_token
Saddleworth North,east,Astley Village,within,Metropolitan Borough of Oldham,"Saddleworth North is east Astley Village, within Metropolitan Borough of Oldham",Is Saddleworth North east of Astley Village and within Metropolitan Borough of Oldham?,Yes,no_change
Saddleworth North,east,Astley Village,within,Metropolitan Borough of Oldham,"Saddleworth North is east Astley Village, within Metropolitan Borough of Oldham",Is Saddleworth North west of Astley Village and within Metropolitan Borough of Oldham?,No,replace_dir_token
Saddleworth North,south,Southwick,borders,Saddleworth,"Saddleworth North is south Southwick, borders Saddleworth",Is Saddleworth North south of Southwick and borders Saddleworth?,Yes,no_change
Saddleworth North,south,Southwick,borders,Saddleworth,"Saddleworth North is south Southwick, borders Saddleworth",Is Saddleworth North north of Southwick and borders Saddleworth?,No,replace_dir_token
Morley South,east,Saddleworth West and Lees,within,County Borough of Leeds,"Morley South is east Saddleworth West and Lees, within County Borough of Leeds",Is Morley South east of Saddleworth West and Lees and within County Borough of Leeds?,Yes,no_change
Morley South,east,Saddleworth West and Lees,within,County Borough of Leeds,"Morley South is east Saddleworth West and Lees, within County Borough of Leeds",Is County Borough of Leeds east of Saddleworth West and Lees and within Morley South?,No,flip_place_z
Morley South,south,Deckham,borders,Birstall and Birkenshaw,"Morley South is south Deckham, borders Birstall and Birkenshaw",Is Morley South south of Deckham and borders Birstall and Birkenshaw?,Yes,no_change
Morley South,south,Deckham,borders,Birstall and Birkenshaw,"Morley South is south Deckham, borders Birstall and Birkenshaw",Is Morley South south of Deckham and within Birstall and Birkenshaw?,No,replace_top_token
Heswall,west,Sprotbrough and Cusworth,within,Metropolitan Borough of Wirral,"Heswall is west Sprotbrough and Cusworth, within Metropolitan Borough of Wirral",Is Heswall west of Sprotbrough and Cusworth and within Metropolitan Borough of Wirral?,Yes,no_change
Heswall,west,Sprotbrough and Cusworth,within,Metropolitan Borough of Wirral,"Heswall is west Sprotbrough and Cusworth, within Metropolitan Borough of Wirral",Is Sprotbrough and Cusworth west of Heswall and within Metropolitan Borough of Wirral?,No,flip_place_y
Heswall,north,Springfield,borders,Pensby and Thingwall,"Heswall is north Springfield, borders Pensby and Thingwall",Is Heswall north of Springfield and borders Pensby and Thingwall?,Yes,no_change
Heswall,north,Springfield,borders,Pensby and Thingwall,"Heswall is north Springfield, borders Pensby and Thingwall",Is Pensby and Thingwall north of Springfield and borders Heswall?,No,flip_place_z
Clubmoor,west,Davyhulme East,within,North West Euro Region,"Clubmoor is west Davyhulme East, within North West Euro Region",Is Clubmoor west of Davyhulme East and within North West Euro Region?,Yes,no_change
Clubmoor,west,Davyhulme East,within,North West Euro Region,"Clubmoor is west Davyhulme East, within North West Euro Region",Is Clubmoor west of Davyhulme East and borders North West Euro Region?,No,replace_top_token
Clubmoor,south,Warbreck,borders,Anfield,"Clubmoor is south Warbreck, borders Anfield",Is Clubmoor south of Warbreck and borders Anfield?,Yes,no_change
Clubmoor,south,Warbreck,borders,Anfield,"Clubmoor is south Warbreck, borders Anfield",Is Anfield south of Warbreck and borders Clubmoor?,No,flip_place_z
Washington East,north,Brinsworth and Catcliffe,within,City of Sunderland,"Washington East is north Brinsworth and Catcliffe, within City of Sunderland",Is Washington East north of Brinsworth and Catcliffe and within City of Sunderland?,Yes,no_change
Washington East,north,Brinsworth and Catcliffe,within,City of Sunderland,"Washington East is north Brinsworth and Catcliffe, within City of Sunderland",Is Washington East south of Brinsworth and Catcliffe and within City of Sunderland?,No,replace_dir_token
Washington East,south,South Jesmond,borders,Washington South,"Washington East is south South Jesmond, borders Washington South",Is Washington East south of South Jesmond and borders Washington South?,Yes,no_change
Washington East,south,South Jesmond,borders,Washington South,"Washington East is south South Jesmond, borders Washington South",Is Washington East north of South Jesmond and borders Washington South?,No,replace_dir_token
Morley West Yorkshire,east,Leasowe and Moreton East,borders,Farnley and Wortley,"Morley West Yorkshire is east Leasowe and Moreton East, borders Farnley and Wortley",Is Morley West Yorkshire east of Leasowe and Moreton East and borders Farnley and Wortley?,Yes,no_change
Morley West Yorkshire,east,Leasowe and Moreton East,borders,Farnley and Wortley,"Morley West Yorkshire is east Leasowe and Moreton East, borders Farnley and Wortley",Is Morley West Yorkshire east of Leasowe and Moreton East and within Farnley and Wortley?,No,replace_top_token
Greenhead,north,Lye and Stourbridge North,within,Yorkshire and the Humber Euro Region,"Greenhead is north Lye and Stourbridge North, within Yorkshire and the Humber Euro Region",Is Greenhead north of Lye and Stourbridge North and within Yorkshire and the Humber Euro Region?,Yes,no_change
Greenhead,north,Lye and Stourbridge North,within,Yorkshire and the Humber Euro Region,"Greenhead is north Lye and Stourbridge North, within Yorkshire and the Humber Euro Region",Is Yorkshire and the Humber Euro Region north of Lye and Stourbridge North and within Greenhead?,No,flip_place_z
Greenhead,east,Riverside,borders,Lindley,"Greenhead is east Riverside, borders Lindley",Is Greenhead east of Riverside and borders Lindley?,Yes,no_change
Greenhead,east,Riverside,borders,Lindley,"Greenhead is east Riverside, borders Lindley",Is Greenhead east of Riverside and within Lindley?,No,replace_top_token
