place1,dir,place2_Y,top,place2_Z,dis,place2_W,triplet,question,answer,transition
Firth Park,west,Brinsworth and Catcliffe,within,Sheffield,near,Hillsborough,"Firth Park is within Sheffield, near to Hillsborough, and west of Brinsworth and Catcliffe",Is Firth Park within Sheffield and near to Hillsborough and west of Brinsworth and Catcliffe?,Yes,no_change
Firth Park,west,Brinsworth and Catcliffe,within,Sheffield,near,Hillsborough,"Firth Park is within Sheffield, near to Hillsborough, and west of Brinsworth and Catcliffe",Does Firth Park border Sheffield and near to Hillsborough and west of Brinsworth and Catcliffe?,No,replace_top_token
Ramsbottom,west,Wakefield North,within,Metropolitan Borough of Bury,near,Redvales,"Ramsbottom is within Metropolitan Borough of Bury, near to Redvales, and west of Wakefield North",Is Ramsbottom within Metropolitan Borough of Bury and near to Redvales and west of Wakefield North?,Yes,no_change
Ramsbottom,west,Wakefield North,within,Metropolitan Borough of Bury,near,Redvales,"Ramsbottom is within Metropolitan Borough of Bury, near to Redvales, and west of Wakefield North",Is Metropolitan Borough of Bury within Ramsbottom and near to Redvales and west of Wakefield North?,No,flip_place
Tettenhall Wightwick,west,Wednesfield North,within,West Midlands Euro Region,near,Doxey,"Tettenhall Wightwick is within West Midlands Euro Region, near to Doxey, and west of Wednesfield North",Is Tettenhall Wightwick within West Midlands Euro Region and near to Doxey and west of Wednesfield North?,Yes,no_change
Tettenhall Wightwick,west,Wednesfield North,within,West Midlands Euro Region,near,Doxey,"Tettenhall Wightwick is within West Midlands Euro Region, near to Doxey, and west of Wednesfield North",Is Tettenhall Wightwick within West Midlands Euro Region and far to Doxey and west of Wednesfield North?,No,replace_dis_token
Weetslade,west,Cullercoats,within,North Tyneside,near,Wingrove,"Weetslade is within North Tyneside, near to Wingrove, and west of Cullercoats",Is Weetslade within North Tyneside and near to Wingrove and west of Cullercoats?,Yes,no_change
Weetslade,west,Cullercoats,within,North Tyneside,near,Wingrove,"Weetslade is within North Tyneside, near to Wingrove, and west of Cullercoats",Is Weetslade within North Tyneside and far to Wingrove and west of Cullercoats?,No,replace_dis_token
Castle and Priory,west,Silhill,within,West Midlands Euro Region,near,Wednesbury South,"Castle and Priory is within West Midlands Euro Region, near to Wednesbury South, and west of Silhill",Is Castle and Priory within West Midlands Euro Region and near to Wednesbury South and west of Silhill?,Yes,no_change
Castle and Priory,west,Silhill,within,West Midlands Euro Region,near,Wednesbury South,"Castle and Priory is within West Midlands Euro Region, near to Wednesbury South, and west of Silhill",Is Castle and Priory within West Midlands Euro Region and near to Wednesbury South and east of Silhill?,No,replace_dir_token
Darfield,west,Sprotbrough and Cusworth,within,Metropolitan Borough of Barnsley,near,Hoober,"Darfield is within Metropolitan Borough of Barnsley, near to Hoober, and west of Sprotbrough and Cusworth",Is Darfield within Metropolitan Borough of Barnsley and near to Hoober and west of Sprotbrough and Cusworth?,Yes,no_change
Darfield,west,Sprotbrough and Cusworth,within,Metropolitan Borough of Barnsley,near,Hoober,"Darfield is within Metropolitan Borough of Barnsley, near to Hoober, and west of Sprotbrough and Cusworth",Is Darfield within Metropolitan Borough of Barnsley and far to Hoober and west of Sprotbrough and Cusworth?,No,replace_dis_token
Bridges,west,Boldon Colliery,within,North East Euro Region,near,Parklands,"Bridges is within North East Euro Region, near to Parklands, and west of Boldon Colliery",Is Bridges within North East Euro Region and near to Parklands and west of Boldon Colliery?,Yes,no_change
Bridges,west,Boldon Colliery,within,North East Euro Region,near,Parklands,"Bridges is within North East Euro Region, near to Parklands, and west of Boldon Colliery",Is North East Euro Region within Bridges and near to Parklands and west of Boldon Colliery?,No,flip_place
Cheadle and Gatley,west,Sprotbrough and Cusworth,within,North West Euro Region,near,Edgeley and Cheadle Heath,"Cheadle and Gatley is within North West Euro Region, near to Edgeley and Cheadle Heath, and west of Sprotbrough and Cusworth",Is Cheadle and Gatley within North West Euro Region and near to Edgeley and Cheadle Heath and west of Sprotbrough and Cusworth?,Yes,no_change
Cheadle and Gatley,west,Sprotbrough and Cusworth,within,North West Euro Region,near,Edgeley and Cheadle Heath,"Cheadle and Gatley is within North West Euro Region, near to Edgeley and Cheadle Heath, and west of Sprotbrough and Cusworth",Does Cheadle and Gatley border North West Euro Region and near to Edgeley and Cheadle Heath and west of Sprotbrough and Cusworth?,No,replace_top_token
Graves Park,west,Tickhill & Wadsworth,within,Yorkshire and the Humber Euro Region,near,Park & Arbourthorne,"Graves Park is within Yorkshire and the Humber Euro Region, near to Park & Arbourthorne, and west of Tickhill & Wadsworth",Is Graves Park within Yorkshire and the Humber Euro Region and near to Park & Arbourthorne and west of Tickhill & Wadsworth?,Yes,no_change
Graves Park,west,Tickhill & Wadsworth,within,Yorkshire and the Humber Euro Region,near,Park & Arbourthorne,"Graves Park is within Yorkshire and the Humber Euro Region, near to Park & Arbourthorne, and west of Tickhill & Wadsworth",Does Graves Park border Yorkshire and the Humber Euro Region and near to Park & Arbourthorne and west of Tickhill & Wadsworth?,No,replace_top_token
Great Horton,west,Tong,within,Yorkshire and the Humber Euro Region,near,Toller,"Great Horton is within Yorkshire and the Humber Euro Region, near to Toller, and west of Tong",Is Great Horton within Yorkshire and the Humber Euro Region and near to Toller and west of Tong?,Yes,no_change
Great Horton,west,Tong,within,Yorkshire and the Humber Euro Region,near,Toller,"Great Horton is within Yorkshire and the Humber Euro Region, near to Toller, and west of Tong",Is Great Horton within Yorkshire and the Humber Euro Region and near to Toller and east of Tong?,No,replace_dir_token
Ashton Waterloo,west,Wakefield South,within,North West Euro Region,near,St. Mary's,"Ashton Waterloo is within North West Euro Region, near to St. Mary's, and west of Wakefield South",Is Ashton Waterloo within North West Euro Region and near to St. Mary's and west of Wakefield South?,Yes,no_change
Ashton Waterloo,west,Wakefield South,within,North West Euro Region,near,St. Mary's,"Ashton Waterloo is within North West Euro Region, near to St. Mary's, and west of Wakefield South",Is Ashton Waterloo within North West Euro Region and far to St. Mary's and west of Wakefield South?,No,replace_dis_token
Edgbaston,west,Silhill,within,West Midlands Euro Region,near,Finstall,"Edgbaston is within West Midlands Euro Region, near to Finstall, and west of Silhill",Is Edgbaston within West Midlands Euro Region and near to Finstall and west of Silhill?,Yes,no_change
Edgbaston,west,Silhill,within,West Midlands Euro Region,near,Finstall,"Edgbaston is within West Midlands Euro Region, near to Finstall, and west of Silhill",Is West Midlands Euro Region within Edgbaston and near to Finstall and west of Silhill?,No,flip_place
Beacon and Bents,west,Horsley Hill,within,South Tyneside,near,Cleadon Park,"Beacon and Bents is within South Tyneside, near to Cleadon Park, and west of Horsley Hill",Is Beacon and Bents within South Tyneside and near to Cleadon Park and west of Horsley Hill?,Yes,no_change
Beacon and Bents,west,Horsley Hill,within,South Tyneside,near,Cleadon Park,"Beacon and Bents is within South Tyneside, near to Cleadon Park, and west of Horsley Hill",Is South Tyneside within Beacon and Bents and near to Cleadon Park and west of Horsley Hill?,No,flip_place
Cheylesmore,west,Binley and Willenhall,within,Coventry,near,Woodlands,"Cheylesmore is within Coventry, near to Woodlands, and west of Binley and Willenhall",Is Cheylesmore within Coventry and near to Woodlands and west of Binley and Willenhall?,Yes,no_change
Cheylesmore,west,Binley and Willenhall,within,Coventry,near,Woodlands,"Cheylesmore is within Coventry, near to Woodlands, and west of Binley and Willenhall",Does Cheylesmore border Coventry and near to Woodlands and west of Binley and Willenhall?,No,replace_top_token
Bablake,west,Lower Stoke,within,Coventry,near,Radford,"Bablake is within Coventry, near to Radford, and west of Lower Stoke",Is Bablake within Coventry and near to Radford and west of Lower Stoke?,Yes,no_change
Bablake,west,Lower Stoke,within,Coventry,near,Radford,"Bablake is within Coventry, near to Radford, and west of Lower Stoke",Is Coventry within Bablake and near to Radford and west of Lower Stoke?,No,flip_place
Walkley,west,Roman Ridge,within,Sheffield,near,West Ecclesfield,"Walkley is within Sheffield, near to West Ecclesfield, and west of Roman Ridge",Is Walkley within Sheffield and near to West Ecclesfield and west of Roman Ridge?,Yes,no_change
Walkley,west,Roman Ridge,within,Sheffield,near,West Ecclesfield,"Walkley is within Sheffield, near to West Ecclesfield, and west of Roman Ridge",Does Walkley border Sheffield and near to West Ecclesfield and west of Roman Ridge?,No,replace_top_token
Calverley and Farsley,west,Rothwell,within,Yorkshire and the Humber Euro Region,near,Cleckheaton,"Calverley and Farsley is within Yorkshire and the Humber Euro Region, near to Cleckheaton, and west of Rothwell",Is Calverley and Farsley within Yorkshire and the Humber Euro Region and near to Cleckheaton and west of Rothwell?,Yes,no_change
Calverley and Farsley,west,Rothwell,within,Yorkshire and the Humber Euro Region,near,Cleckheaton,"Calverley and Farsley is within Yorkshire and the Humber Euro Region, near to Cleckheaton, and west of Rothwell",Is Yorkshire and the Humber Euro Region within Calverley and Farsley and near to Cleckheaton and west of Rothwell?,No,flip_place
Hyde Newton,west,Normanton West Yorkshire,within,North West Euro Region,near,Medlock Vale,"Hyde Newton is within North West Euro Region, near to Medlock Vale, and west of Normanton West Yorkshire",Is Hyde Newton within North West Euro Region and near to Medlock Vale and west of Normanton West Yorkshire?,Yes,no_change
Hyde Newton,west,Normanton West Yorkshire,within,North West Euro Region,near,Medlock Vale,"Hyde Newton is within North West Euro Region, near to Medlock Vale, and west of Normanton West Yorkshire",Is Hyde Newton within North West Euro Region and far to Medlock Vale and west of Normanton West Yorkshire?,No,replace_dis_token
Deckham,west,Primrose,within,North East Euro Region,near,Low Fell,"Deckham is within North East Euro Region, near to Low Fell, and west of Primrose",Is Deckham within North East Euro Region and near to Low Fell and west of Primrose?,Yes,no_change
Deckham,west,Primrose,within,North East Euro Region,near,Low Fell,"Deckham is within North East Euro Region, near to Low Fell, and west of Primrose",Is Deckham within North East Euro Region and near to Low Fell and east of Primrose?,No,replace_dir_token
Dukinfield,west,City and Hunslet,within,North West Euro Region,close,Todmorden,"Dukinfield is within North West Euro Region, close to Todmorden, and west of City and Hunslet",Is Dukinfield within North West Euro Region and close to Todmorden and west of City and Hunslet?,Yes,no_change
Dukinfield,west,City and Hunslet,within,North West Euro Region,close,Todmorden,"Dukinfield is within North West Euro Region, close to Todmorden, and west of City and Hunslet",Is Dukinfield within North West Euro Region and distant to Todmorden and west of City and Hunslet?,No,replace_dis_token
Ancoats and Clayton,west,Southey,within,Manchester,close,West Heywood,"Ancoats and Clayton is within Manchester, close to West Heywood, and west of Southey",Is Ancoats and Clayton within Manchester and close to West Heywood and west of Southey?,Yes,no_change
Ancoats and Clayton,west,Southey,within,Manchester,close,West Heywood,"Ancoats and Clayton is within Manchester, close to West Heywood, and west of Southey",Does Ancoats and Clayton border Manchester and close to West Heywood and west of Southey?,No,replace_top_token
Holme Valley,west,Wingfield,within,Kirklees,close,Morley West Yorkshire,"Holme Valley is within Kirklees, close to Morley West Yorkshire, and west of Wingfield",Is Holme Valley within Kirklees and close to Morley West Yorkshire and west of Wingfield?,Yes,no_change
Holme Valley,west,Wingfield,within,Kirklees,close,Morley West Yorkshire,"Holme Valley is within Kirklees, close to Morley West Yorkshire, and west of Wingfield",Does Holme Valley border Kirklees and close to Morley West Yorkshire and west of Wingfield?,No,replace_top_token
Merry Hill,west,Charlemont with Grove Vale,within,West Midlands Euro Region,close,Rushall-Shelfield,"Merry Hill is within West Midlands Euro Region, close to Rushall-Shelfield, and west of Charlemont with Grove Vale",Is Merry Hill within West Midlands Euro Region and close to Rushall-Shelfield and west of Charlemont with Grove Vale?,Yes,no_change
Merry Hill,west,Charlemont with Grove Vale,within,West Midlands Euro Region,close,Rushall-Shelfield,"Merry Hill is within West Midlands Euro Region, close to Rushall-Shelfield, and west of Charlemont with Grove Vale",Is Merry Hill within West Midlands Euro Region and distant to Rushall-Shelfield and west of Charlemont with Grove Vale?,No,replace_dis_token
Doxford,west,Ryhope,within,North East Euro Region,close,Dunston Hill and Whickham East,"Doxford is within North East Euro Region, close to Dunston Hill and Whickham East, and west of Ryhope",Is Doxford within North East Euro Region and close to Dunston Hill and Whickham East and west of Ryhope?,Yes,no_change
Doxford,west,Ryhope,within,North East Euro Region,close,Dunston Hill and Whickham East,"Doxford is within North East Euro Region, close to Dunston Hill and Whickham East, and west of Ryhope",Does Doxford border North East Euro Region and close to Dunston Hill and Whickham East and west of Ryhope?,No,replace_top_token
Pheasey Park Farm,west,Sutton New Hall,within,West Midlands Euro Region,close,Sutton New Hall,"Pheasey Park Farm is within West Midlands Euro Region, close to Sutton New Hall, and west of Sutton New Hall",Is Pheasey Park Farm within West Midlands Euro Region and close to Sutton New Hall and west of Sutton New Hall?,Yes,no_change
Pheasey Park Farm,west,Sutton New Hall,within,West Midlands Euro Region,close,Sutton New Hall,"Pheasey Park Farm is within West Midlands Euro Region, close to Sutton New Hall, and west of Sutton New Hall",Is West Midlands Euro Region within Pheasey Park Farm and close to Sutton New Hall and west of Sutton New Hall?,No,flip_place
Copt Hill,west,Ryhope,within,North East Euro Region,close,Monkseaton South,"Copt Hill is within North East Euro Region, close to Monkseaton South, and west of Ryhope",Is Copt Hill within North East Euro Region and close to Monkseaton South and west of Ryhope?,Yes,no_change
Copt Hill,west,Ryhope,within,North East Euro Region,close,Monkseaton South,"Copt Hill is within North East Euro Region, close to Monkseaton South, and west of Ryhope",Is North East Euro Region within Copt Hill and close to Monkseaton South and west of Ryhope?,No,flip_place
Olton,west,Wyken,within,Metropolitan Borough of Solihull,close,Smethwick,"Olton is within Metropolitan Borough of Solihull, close to Smethwick, and west of Wyken",Is Olton within Metropolitan Borough of Solihull and close to Smethwick and west of Wyken?,Yes,no_change
Olton,west,Wyken,within,Metropolitan Borough of Solihull,close,Smethwick,"Olton is within Metropolitan Borough of Solihull, close to Smethwick, and west of Wyken",Is Olton within Metropolitan Borough of Solihull and distant to Smethwick and west of Wyken?,No,replace_dis_token
Gipton and Harehills,west,Cross Gates and Whinmoor,within,Yorkshire and the Humber Euro Region,close,Kippax West Yorkshire,"Gipton and Harehills is within Yorkshire and the Humber Euro Region, close to Kippax West Yorkshire, and west of Cross Gates and Whinmoor",Is Gipton and Harehills within Yorkshire and the Humber Euro Region and close to Kippax West Yorkshire and west of Cross Gates and Whinmoor?,Yes,no_change
Gipton and Harehills,west,Cross Gates and Whinmoor,within,Yorkshire and the Humber Euro Region,close,Kippax West Yorkshire,"Gipton and Harehills is within Yorkshire and the Humber Euro Region, close to Kippax West Yorkshire, and west of Cross Gates and Whinmoor",Is Yorkshire and the Humber Euro Region within Gipton and Harehills and close to Kippax West Yorkshire and west of Cross Gates and Whinmoor?,No,flip_place
Cradley Heath and Old Hill,west,Foleshill,within,West Midlands Euro Region,close,Hodge Hill,"Cradley Heath and Old Hill is within West Midlands Euro Region, close to Hodge Hill, and west of Foleshill",Is Cradley Heath and Old Hill within West Midlands Euro Region and close to Hodge Hill and west of Foleshill?,Yes,no_change
Cradley Heath and Old Hill,west,Foleshill,within,West Midlands Euro Region,close,Hodge Hill,"Cradley Heath and Old Hill is within West Midlands Euro Region, close to Hodge Hill, and west of Foleshill",Is Cradley Heath and Old Hill within West Midlands Euro Region and distant to Hodge Hill and west of Foleshill?,No,replace_dis_token
St. Peter's,west,Perry Barr,within,City of Sunderland,close,Washington Central,"St. Peter's is within City of Sunderland, close to Washington Central, and west of Perry Barr",Is St. Peter's within City of Sunderland and close to Washington Central and west of Perry Barr?,Yes,no_change
St. Peter's,west,Perry Barr,within,City of Sunderland,close,Washington Central,"St. Peter's is within City of Sunderland, close to Washington Central, and west of Perry Barr",Is City of Sunderland within St. Peter's and close to Washington Central and west of Perry Barr?,No,flip_place
Brownhills,west,Lower Stoke,within,Metropolitan Borough of Walsall,close,Wednesfield South,"Brownhills is within Metropolitan Borough of Walsall, close to Wednesfield South, and west of Lower Stoke",Is Brownhills within Metropolitan Borough of Walsall and close to Wednesfield South and west of Lower Stoke?,Yes,no_change
Brownhills,west,Lower Stoke,within,Metropolitan Borough of Walsall,close,Wednesfield South,"Brownhills is within Metropolitan Borough of Walsall, close to Wednesfield South, and west of Lower Stoke",Is Brownhills within Metropolitan Borough of Walsall and close to Wednesfield South and east of Lower Stoke?,No,replace_dir_token
Unsworth,west,Failsworth East,within,Metropolitan Borough of Bury,close,Horwich,"Unsworth is within Metropolitan Borough of Bury, close to Horwich, and west of Failsworth East",Is Unsworth within Metropolitan Borough of Bury and close to Horwich and west of Failsworth East?,Yes,no_change
Unsworth,west,Failsworth East,within,Metropolitan Borough of Bury,close,Horwich,"Unsworth is within Metropolitan Borough of Bury, close to Horwich, and west of Failsworth East",Is Unsworth within Metropolitan Borough of Bury and close to Horwich and east of Failsworth East?,No,replace_dir_token
Sutton Four Oaks,west,Cheylesmore,within,Birmingham,close,Weoley,"Sutton Four Oaks is within Birmingham, close to Weoley, and west of Cheylesmore",Is Sutton Four Oaks within Birmingham and close to Weoley and west of Cheylesmore?,Yes,no_change
Sutton Four Oaks,west,Cheylesmore,within,Birmingham,close,Weoley,"Sutton Four Oaks is within Birmingham, close to Weoley, and west of Cheylesmore",Is Birmingham within Sutton Four Oaks and close to Weoley and west of Cheylesmore?,No,flip_place
Battle Hill,west,Westoe,within,North East Euro Region,close,Benwell and Scotswood,"Battle Hill is within North East Euro Region, close to Benwell and Scotswood, and west of Westoe",Is Battle Hill within North East Euro Region and close to Benwell and Scotswood and west of Westoe?,Yes,no_change
Battle Hill,west,Westoe,within,North East Euro Region,close,Benwell and Scotswood,"Battle Hill is within North East Euro Region, close to Benwell and Scotswood, and west of Westoe",Is North East Euro Region within Battle Hill and close to Benwell and Scotswood and west of Westoe?,No,flip_place
Bidston and St. James,west,Little Hulton,within,North West Euro Region,close,Croxteth,"Bidston and St. James is within North West Euro Region, close to Croxteth, and west of Little Hulton",Is Bidston and St. James within North West Euro Region and close to Croxteth and west of Little Hulton?,Yes,no_change
Bidston and St. James,west,Little Hulton,within,North West Euro Region,close,Croxteth,"Bidston and St. James is within North West Euro Region, close to Croxteth, and west of Little Hulton",Is Bidston and St. James within North West Euro Region and distant to Croxteth and west of Little Hulton?,No,replace_dis_token
Rushall-Shelfield,west,Holbrook,within,Metropolitan Borough of Walsall,close,Weoley,"Rushall-Shelfield is within Metropolitan Borough of Walsall, close to Weoley, and west of Holbrook",Is Rushall-Shelfield within Metropolitan Borough of Walsall and close to Weoley and west of Holbrook?,Yes,no_change
Rushall-Shelfield,west,Holbrook,within,Metropolitan Borough of Walsall,close,Weoley,"Rushall-Shelfield is within Metropolitan Borough of Walsall, close to Weoley, and west of Holbrook",Is Metropolitan Borough of Walsall within Rushall-Shelfield and close to Weoley and west of Holbrook?,No,flip_place
Redhill,west,St. Peter's,within,City of Sunderland,close,Tynemouth,"Redhill is within City of Sunderland, close to Tynemouth, and west of St. Peter's",Is Redhill within City of Sunderland and close to Tynemouth and west of St. Peter's?,Yes,no_change
Redhill,west,St. Peter's,within,City of Sunderland,close,Tynemouth,"Redhill is within City of Sunderland, close to Tynemouth, and west of St. Peter's",Is City of Sunderland within Redhill and close to Tynemouth and west of St. Peter's?,No,flip_place
Dalton,west,Dewsbury South,within,Yorkshire and the Humber Euro Region,close,Headingley,"Dalton is within Yorkshire and the Humber Euro Region, close to Headingley, and west of Dewsbury South",Is Dalton within Yorkshire and the Humber Euro Region and close to Headingley and west of Dewsbury South?,Yes,no_change
Dalton,west,Dewsbury South,within,Yorkshire and the Humber Euro Region,close,Headingley,"Dalton is within Yorkshire and the Humber Euro Region, close to Headingley, and west of Dewsbury South",Is Dalton within Yorkshire and the Humber Euro Region and close to Headingley and east of Dewsbury South?,No,replace_dir_token
Atherton,west,East,within,North West Euro Region,close,Ince,"Atherton is within North West Euro Region, close to Ince, and west of East",Is Atherton within North West Euro Region and close to Ince and west of East?,Yes,no_change
Atherton,west,East,within,North West Euro Region,close,Ince,"Atherton is within North West Euro Region, close to Ince, and west of East",Is North West Euro Region within Atherton and close to Ince and west of East?,No,flip_place
Westgate,west,Washington North,within,Newcastle upon Tyne,close,Hetton-le-Hole,"Westgate is within Newcastle upon Tyne, close to Hetton-le-Hole, and west of Washington North",Is Westgate within Newcastle upon Tyne and close to Hetton-le-Hole and west of Washington North?,Yes,no_change
Westgate,west,Washington North,within,Newcastle upon Tyne,close,Hetton-le-Hole,"Westgate is within Newcastle upon Tyne, close to Hetton-le-Hole, and west of Washington North",Is Newcastle upon Tyne within Westgate and close to Hetton-le-Hole and west of Washington North?,No,flip_place
Bentley,west,Armthorpe,within,Yorkshire and the Humber Euro Region,close,Stairfoot,"Bentley is within Yorkshire and the Humber Euro Region, close to Stairfoot, and west of Armthorpe",Is Bentley within Yorkshire and the Humber Euro Region and close to Stairfoot and west of Armthorpe?,Yes,no_change
Bentley,west,Armthorpe,within,Yorkshire and the Humber Euro Region,close,Stairfoot,"Bentley is within Yorkshire and the Humber Euro Region, close to Stairfoot, and west of Armthorpe",Is Bentley within Yorkshire and the Humber Euro Region and distant to Stairfoot and west of Armthorpe?,No,replace_dis_token
Rotherham West,west,Valley,within,Yorkshire and the Humber Euro Region,distant,Tong,"Rotherham West is within Yorkshire and the Humber Euro Region, distant to Tong, and west of Valley",Is Rotherham West within Yorkshire and the Humber Euro Region and distant to Tong and west of Valley?,Yes,no_change
Rotherham West,west,Valley,within,Yorkshire and the Humber Euro Region,distant,Tong,"Rotherham West is within Yorkshire and the Humber Euro Region, distant to Tong, and west of Valley",Is Rotherham West within Yorkshire and the Humber Euro Region and close to Tong and west of Valley?,No,replace_dis_token
Heswall,west,Armthorpe,within,North West Euro Region,distant,Meols,"Heswall is within North West Euro Region, distant to Meols, and west of Armthorpe",Is Heswall within North West Euro Region and distant to Meols and west of Armthorpe?,Yes,no_change
Heswall,west,Armthorpe,within,North West Euro Region,distant,Meols,"Heswall is within North West Euro Region, distant to Meols, and west of Armthorpe",Is North West Euro Region within Heswall and distant to Meols and west of Armthorpe?,No,flip_place
Longbridge,west,Kings Norton,within,West Midlands Euro Region,distant,Smith's Wood,"Longbridge is within West Midlands Euro Region, distant to Smith's Wood, and west of Kings Norton",Is Longbridge within West Midlands Euro Region and distant to Smith's Wood and west of Kings Norton?,Yes,no_change
Longbridge,west,Kings Norton,within,West Midlands Euro Region,distant,Smith's Wood,"Longbridge is within West Midlands Euro Region, distant to Smith's Wood, and west of Kings Norton",Is Longbridge within West Midlands Euro Region and close to Smith's Wood and west of Kings Norton?,No,replace_dis_token
Beighton,west,Anston and Woodsetts,within,Yorkshire and the Humber Euro Region,distant,Morley West Yorkshire,"Beighton is within Yorkshire and the Humber Euro Region, distant to Morley West Yorkshire, and west of Anston and Woodsetts",Is Beighton within Yorkshire and the Humber Euro Region and distant to Morley West Yorkshire and west of Anston and Woodsetts?,Yes,no_change
Beighton,west,Anston and Woodsetts,within,Yorkshire and the Humber Euro Region,distant,Morley West Yorkshire,"Beighton is within Yorkshire and the Humber Euro Region, distant to Morley West Yorkshire, and west of Anston and Woodsetts",Is Yorkshire and the Humber Euro Region within Beighton and distant to Morley West Yorkshire and west of Anston and Woodsetts?,No,flip_place
Princes End,west,Hodge Hill,within,West Midlands Euro Region,distant,Meriden West Midlands,"Princes End is within West Midlands Euro Region, distant to Meriden West Midlands, and west of Hodge Hill",Is Princes End within West Midlands Euro Region and distant to Meriden West Midlands and west of Hodge Hill?,Yes,no_change
Princes End,west,Hodge Hill,within,West Midlands Euro Region,distant,Meriden West Midlands,"Princes End is within West Midlands Euro Region, distant to Meriden West Midlands, and west of Hodge Hill",Is Princes End within West Midlands Euro Region and close to Meriden West Midlands and west of Hodge Hill?,No,replace_dis_token
Holyrood,west,Greetland and Stainland,within,North West Euro Region,distant,Page Moss,"Holyrood is within North West Euro Region, distant to Page Moss, and west of Greetland and Stainland",Is Holyrood within North West Euro Region and distant to Page Moss and west of Greetland and Stainland?,Yes,no_change
Holyrood,west,Greetland and Stainland,within,North West Euro Region,distant,Page Moss,"Holyrood is within North West Euro Region, distant to Page Moss, and west of Greetland and Stainland",Is Holyrood within North West Euro Region and close to Page Moss and west of Greetland and Stainland?,No,replace_dis_token
Chapel Allerton,west,Pontefract South,within,County Borough of Leeds,distant,East Middleton,"Chapel Allerton is within County Borough of Leeds, distant to East Middleton, and west of Pontefract South",Is Chapel Allerton within County Borough of Leeds and distant to East Middleton and west of Pontefract South?,Yes,no_change
Chapel Allerton,west,Pontefract South,within,County Borough of Leeds,distant,East Middleton,"Chapel Allerton is within County Borough of Leeds, distant to East Middleton, and west of Pontefract South",Does Chapel Allerton border County Borough of Leeds and distant to East Middleton and west of Pontefract South?,No,replace_top_token
Ashton Hurst,west,Harewood,within,North West Euro Region,distant,Hindley,"Ashton Hurst is within North West Euro Region, distant to Hindley, and west of Harewood",Is Ashton Hurst within North West Euro Region and distant to Hindley and west of Harewood?,Yes,no_change
Ashton Hurst,west,Harewood,within,North West Euro Region,distant,Hindley,"Ashton Hurst is within North West Euro Region, distant to Hindley, and west of Harewood",Does Ashton Hurst border North West Euro Region and distant to Hindley and west of Harewood?,No,replace_top_token
Swinton South,west,Ashton St. Michael's,within,City of Salford,distant,Mossley,"Swinton South is within City of Salford, distant to Mossley, and west of Ashton St. Michael's",Is Swinton South within City of Salford and distant to Mossley and west of Ashton St. Michael's?,Yes,no_change
Swinton South,west,Ashton St. Michael's,within,City of Salford,distant,Mossley,"Swinton South is within City of Salford, distant to Mossley, and west of Ashton St. Michael's",Is City of Salford within Swinton South and distant to Mossley and west of Ashton St. Michael's?,No,flip_place
Greets Green and Lyng,west,Streetly,within,West Midlands Euro Region,distant,Wainbody,"Greets Green and Lyng is within West Midlands Euro Region, distant to Wainbody, and west of Streetly",Is Greets Green and Lyng within West Midlands Euro Region and distant to Wainbody and west of Streetly?,Yes,no_change
Greets Green and Lyng,west,Streetly,within,West Midlands Euro Region,distant,Wainbody,"Greets Green and Lyng is within West Midlands Euro Region, distant to Wainbody, and west of Streetly",Does Greets Green and Lyng border West Midlands Euro Region and distant to Wainbody and west of Streetly?,No,replace_top_token
Shirley East,west,Binley and Willenhall,within,Metropolitan Borough of Solihull,distant,Wollaston and Stourbridge Town,"Shirley East is within Metropolitan Borough of Solihull, distant to Wollaston and Stourbridge Town, and west of Binley and Willenhall",Is Shirley East within Metropolitan Borough of Solihull and distant to Wollaston and Stourbridge Town and west of Binley and Willenhall?,Yes,no_change
Shirley East,west,Binley and Willenhall,within,Metropolitan Borough of Solihull,distant,Wollaston and Stourbridge Town,"Shirley East is within Metropolitan Borough of Solihull, distant to Wollaston and Stourbridge Town, and west of Binley and Willenhall",Is Metropolitan Borough of Solihull within Shirley East and distant to Wollaston and Stourbridge Town and west of Binley and Willenhall?,No,flip_place
Ashton upon Mersey,west,Roman Ridge,within,Trafford,distant,Liversedge and Gomersal,"Ashton upon Mersey is within Trafford, distant to Liversedge and Gomersal, and west of Roman Ridge",Is Ashton upon Mersey within Trafford and distant to Liversedge and Gomersal and west of Roman Ridge?,Yes,no_change
Ashton upon Mersey,west,Roman Ridge,within,Trafford,distant,Liversedge and Gomersal,"Ashton upon Mersey is within Trafford, distant to Liversedge and Gomersal, and west of Roman Ridge",Is Ashton upon Mersey within Trafford and distant to Liversedge and Gomersal and east of Roman Ridge?,No,replace_dir_token
Atherleigh,west,Castleford Central and Glasshoughton,within,North West Euro Region,distant,Stalybridge North,"Atherleigh is within North West Euro Region, distant to Stalybridge North, and west of Castleford Central and Glasshoughton",Is Atherleigh within North West Euro Region and distant to Stalybridge North and west of Castleford Central and Glasshoughton?,Yes,no_change
Atherleigh,west,Castleford Central and Glasshoughton,within,North West Euro Region,distant,Stalybridge North,"Atherleigh is within North West Euro Region, distant to Stalybridge North, and west of Castleford Central and Glasshoughton",Is Atherleigh within North West Euro Region and close to Stalybridge North and west of Castleford Central and Glasshoughton?,No,replace_dis_token
