place1,top,place2_Y,dis,place2_Z,triplet,question,answer,transition
Coldhurst,borders,Chadderton Central,near,Werneth,"Coldhurst is borders Chadderton Central, near Werneth",Does Chadderton Central borders Coldhurst and near to Werneth?,No,flip_place
Coldhurst,borders,Chadderton Central,close,Hyde Godley,"Coldhurst is borders Chadderton Central, close Hyde Godley",Does Coldhurst borders Chadderton Central and close to Hyde Godley?,Yes,no_change
Coldhurst,borders,Chadderton Central,close,Hyde Godley,"Coldhurst is borders Chadderton Central, close Hyde Godley",Is Coldhurst within Chadderton Central and close to Hyde Godley?,No,replace_top_token
Town,within,Yorkshire and the Humber Euro Region,distant,Kippax West Yorkshire,"Town is within Yorkshire and the Humber Euro Region, distant Kippax West Yorkshire",Is Town within Yorkshire and the Humber Euro Region and distant to Kippax West Yorkshire?,Yes,no_change
Town,within,Yorkshire and the Humber Euro Region,distant,Kippax West Yorkshire,"Town is within Yorkshire and the Humber Euro Region, distant Kippax West Yorkshire",Is Town within Yorkshire and the Humber Euro Region and close to Kippax West Yorkshire?,No,replace_dis_token
Town,within,Yorkshire and the Humber Euro Region,far,Wavertree,"Town is within Yorkshire and the Humber Euro Region, far Wavertree",Is Town within Yorkshire and the Humber Euro Region and far to Wavertree?,Yes,no_change
Town,within,Yorkshire and the Humber Euro Region,far,Wavertree,"Town is within Yorkshire and the Humber Euro Region, far Wavertree",Does Town borders Yorkshire and the Humber Euro Region and far to Wavertree?,No,replace_top_token
Town,borders,Hipperholme and Lightcliffe,near,Wheatley Hills & Intake,"Town is borders Hipperholme and Lightcliffe, near Wheatley Hills & Intake",Does Town borders Hipperholme and Lightcliffe and near to Wheatley Hills & Intake?,Yes,no_change
Town,borders,Hipperholme and Lightcliffe,near,Wheatley Hills & Intake,"Town is borders Hipperholme and Lightcliffe, near Wheatley Hills & Intake",Does Hipperholme and Lightcliffe borders Town and near to Wheatley Hills & Intake?,No,flip_place
Town,borders,Hipperholme and Lightcliffe,close,Valley,"Town is borders Hipperholme and Lightcliffe, close Valley",Does Town borders Hipperholme and Lightcliffe and close to Valley?,Yes,no_change
Town,borders,Hipperholme and Lightcliffe,close,Valley,"Town is borders Hipperholme and Lightcliffe, close Valley",Does Hipperholme and Lightcliffe borders Town and close to Valley?,No,flip_place
Lye and Stourbridge North,within,West Midlands Euro Region,distant,Radford,"Lye and Stourbridge North is within West Midlands Euro Region, distant Radford",Is Lye and Stourbridge North within West Midlands Euro Region and distant to Radford?,Yes,no_change
Lye and Stourbridge North,within,West Midlands Euro Region,distant,Radford,"Lye and Stourbridge North is within West Midlands Euro Region, distant Radford",Is West Midlands Euro Region within Lye and Stourbridge North and distant to Radford?,No,flip_place
Lye and Stourbridge North,within,West Midlands Euro Region,far,Unsworth,"Lye and Stourbridge North is within West Midlands Euro Region, far Unsworth",Is Lye and Stourbridge North within West Midlands Euro Region and far to Unsworth?,Yes,no_change
Lye and Stourbridge North,within,West Midlands Euro Region,far,Unsworth,"Lye and Stourbridge North is within West Midlands Euro Region, far Unsworth",Is Lye and Stourbridge North within West Midlands Euro Region and near to Unsworth?,No,replace_dis_token
Lye and Stourbridge North,borders,Amblecote,near,Quarry Bank and Dudley Wood,"Lye and Stourbridge North is borders Amblecote, near Quarry Bank and Dudley Wood",Does Lye and Stourbridge North borders Amblecote and near to Quarry Bank and Dudley Wood?,Yes,no_change
Lye and Stourbridge North,borders,Amblecote,near,Quarry Bank and Dudley Wood,"Lye and Stourbridge North is borders Amblecote, near Quarry Bank and Dudley Wood",Does Lye and Stourbridge North borders Amblecote and far to Quarry Bank and Dudley Wood?,No,replace_dis_token
Lye and Stourbridge North,borders,Amblecote,close,Oscott,"Lye and Stourbridge North is borders Amblecote, close Oscott",Does Lye and Stourbridge North borders Amblecote and close to Oscott?,Yes,no_change
Lye and Stourbridge North,borders,Amblecote,close,Oscott,"Lye and Stourbridge North is borders Amblecote, close Oscott",Is Lye and Stourbridge North within Amblecote and close to Oscott?,No,replace_top_token
Cleadon and East Boldon,within,North East Euro Region,distant,Winlaton and High Spen,"Cleadon and East Boldon is within North East Euro Region, distant Winlaton and High Spen",Is Cleadon and East Boldon within North East Euro Region and distant to Winlaton and High Spen?,Yes,no_change
Cleadon and East Boldon,within,North East Euro Region,distant,Winlaton and High Spen,"Cleadon and East Boldon is within North East Euro Region, distant Winlaton and High Spen",Does Cleadon and East Boldon borders North East Euro Region and distant to Winlaton and High Spen?,No,replace_top_token
Cleadon and East Boldon,within,North East Euro Region,far,Elton,"Cleadon and East Boldon is within North East Euro Region, far Elton",Is Cleadon and East Boldon within North East Euro Region and far to Elton?,Yes,no_change
Cleadon and East Boldon,within,North East Euro Region,far,Elton,"Cleadon and East Boldon is within North East Euro Region, far Elton",Does Cleadon and East Boldon borders North East Euro Region and far to Elton?,No,replace_top_token
Cleadon and East Boldon,borders,Whiteleas,near,St. Peter's,"Cleadon and East Boldon is borders Whiteleas, near St. Peter's",Does Cleadon and East Boldon borders Whiteleas and near to St. Peter's?,Yes,no_change
Cleadon and East Boldon,borders,Whiteleas,near,St. Peter's,"Cleadon and East Boldon is borders Whiteleas, near St. Peter's",Does Whiteleas borders Cleadon and East Boldon and near to St. Peter's?,No,flip_place
Cleadon and East Boldon,borders,Whiteleas,close,Killingworth,"Cleadon and East Boldon is borders Whiteleas, close Killingworth",Does Cleadon and East Boldon borders Whiteleas and close to Killingworth?,Yes,no_change
Cleadon and East Boldon,borders,Whiteleas,close,Killingworth,"Cleadon and East Boldon is borders Whiteleas, close Killingworth",Does Cleadon and East Boldon borders Whiteleas and distant to Killingworth?,No,replace_dis_token
Prenton,within,Metropolitan Borough of Wirral,distant,Tyldesley,"Prenton is within Metropolitan Borough of Wirral, distant Tyldesley",Is Prenton within Metropolitan Borough of Wirral and distant to Tyldesley?,Yes,no_change
Prenton,within,Metropolitan Borough of Wirral,distant,Tyldesley,"Prenton is within Metropolitan Borough of Wirral, distant Tyldesley",Does Prenton borders Metropolitan Borough of Wirral and distant to Tyldesley?,No,replace_top_token
Prenton,within,Metropolitan Borough of Wirral,far,Stockland Green,"Prenton is within Metropolitan Borough of Wirral, far Stockland Green",Is Prenton within Metropolitan Borough of Wirral and far to Stockland Green?,Yes,no_change
Prenton,within,Metropolitan Borough of Wirral,far,Stockland Green,"Prenton is within Metropolitan Borough of Wirral, far Stockland Green",Is Prenton within Metropolitan Borough of Wirral and near to Stockland Green?,No,replace_dis_token
Prenton,borders,Clatterbridge,near,Rock Ferry,"Prenton is borders Clatterbridge, near Rock Ferry",Does Prenton borders Clatterbridge and near to Rock Ferry?,Yes,no_change
Prenton,borders,Clatterbridge,near,Rock Ferry,"Prenton is borders Clatterbridge, near Rock Ferry",Is Prenton within Clatterbridge and near to Rock Ferry?,No,replace_top_token
Prenton,borders,Clatterbridge,close,Halewood,"Prenton is borders Clatterbridge, close Halewood",Does Prenton borders Clatterbridge and close to Halewood?,Yes,no_change
Prenton,borders,Clatterbridge,close,Halewood,"Prenton is borders Clatterbridge, close Halewood",Is Prenton within Clatterbridge and close to Halewood?,No,replace_top_token
Castleton,within,North West Euro Region,distant,Gleadless Valley,"Castleton is within North West Euro Region, distant Gleadless Valley",Is Castleton within North West Euro Region and distant to Gleadless Valley?,Yes,no_change
Castleton,within,North West Euro Region,distant,Gleadless Valley,"Castleton is within North West Euro Region, distant Gleadless Valley",Is Castleton within North West Euro Region and close to Gleadless Valley?,No,replace_dis_token
Castleton,within,North West Euro Region,far,Primrose,"Castleton is within North West Euro Region, far Primrose",Is Castleton within North West Euro Region and far to Primrose?,Yes,no_change
Castleton,within,North West Euro Region,far,Primrose,"Castleton is within North West Euro Region, far Primrose",Is Castleton within North West Euro Region and near to Primrose?,No,replace_dis_token
Castleton,borders,Bamford,near,West Heywood,"Castleton is borders Bamford, near West Heywood",Does Castleton borders Bamford and near to West Heywood?,Yes,no_change
Castleton,borders,Bamford,near,West Heywood,"Castleton is borders Bamford, near West Heywood",Does Castleton borders Bamford and far to West Heywood?,No,replace_dis_token
Castleton,borders,Bamford,close,Heatons South,"Castleton is borders Bamford, close Heatons South",Does Castleton borders Bamford and close to Heatons South?,Yes,no_change
Castleton,borders,Bamford,close,Heatons South,"Castleton is borders Bamford, close Heatons South",Does Bamford borders Castleton and close to Heatons South?,No,flip_place
Pelaw and Heworth,borders,Walker,near,Riverside,"Pelaw and Heworth is borders Walker, near Riverside",Does Pelaw and Heworth borders Walker and near to Riverside?,Yes,no_change
Pelaw and Heworth,borders,Walker,near,Riverside,"Pelaw and Heworth is borders Walker, near Riverside",Does Pelaw and Heworth borders Walker and far to Riverside?,No,replace_dis_token
Pelaw and Heworth,borders,Walker,close,St. Michael's,"Pelaw and Heworth is borders Walker, close St. Michael's",Does Pelaw and Heworth borders Walker and close to St. Michael's?,Yes,no_change
Pelaw and Heworth,borders,Walker,close,St. Michael's,"Pelaw and Heworth is borders Walker, close St. Michael's",Does Pelaw and Heworth borders Walker and distant to St. Michael's?,No,replace_dis_token
Denton West,within,North West Euro Region,distant,Dore & Totley,"Denton West is within North West Euro Region, distant Dore & Totley",Is Denton West within North West Euro Region and distant to Dore & Totley?,Yes,no_change
Denton West,within,North West Euro Region,distant,Dore & Totley,"Denton West is within North West Euro Region, distant Dore & Totley",Is Denton West within North West Euro Region and close to Dore & Totley?,No,replace_dis_token
Denton West,within,North West Euro Region,far,Mexborough,"Denton West is within North West Euro Region, far Mexborough",Is Denton West within North West Euro Region and far to Mexborough?,Yes,no_change
Denton West,within,North West Euro Region,far,Mexborough,"Denton West is within North West Euro Region, far Mexborough",Is Denton West within North West Euro Region and near to Mexborough?,No,replace_dis_token
Denton West,borders,Brinnington and Central,near,Heatons North,"Denton West is borders Brinnington and Central, near Heatons North",Does Denton West borders Brinnington and Central and near to Heatons North?,Yes,no_change
Denton West,borders,Brinnington and Central,near,Heatons North,"Denton West is borders Brinnington and Central, near Heatons North",Does Denton West borders Brinnington and Central and far to Heatons North?,No,replace_dis_token
Denton West,borders,Brinnington and Central,close,South Middleton,"Denton West is borders Brinnington and Central, close South Middleton",Does Denton West borders Brinnington and Central and close to South Middleton?,Yes,no_change
Denton West,borders,Brinnington and Central,close,South Middleton,"Denton West is borders Brinnington and Central, close South Middleton",Does Brinnington and Central borders Denton West and close to South Middleton?,No,flip_place
Moss Side,within,North West Euro Region,distant,Mossley Hill,"Moss Side is within North West Euro Region, distant Mossley Hill",Is Moss Side within North West Euro Region and distant to Mossley Hill?,Yes,no_change
Moss Side,within,North West Euro Region,distant,Mossley Hill,"Moss Side is within North West Euro Region, distant Mossley Hill",Is North West Euro Region within Moss Side and distant to Mossley Hill?,No,flip_place
Moss Side,within,North West Euro Region,far,Riverside,"Moss Side is within North West Euro Region, far Riverside",Is Moss Side within North West Euro Region and far to Riverside?,Yes,no_change
Moss Side,within,North West Euro Region,far,Riverside,"Moss Side is within North West Euro Region, far Riverside",Is North West Euro Region within Moss Side and far to Riverside?,No,flip_place
Moss Side,borders,Rusholme,near,Withington,"Moss Side is borders Rusholme, near Withington",Does Moss Side borders Rusholme and near to Withington?,Yes,no_change
Moss Side,borders,Rusholme,near,Withington,"Moss Side is borders Rusholme, near Withington",Does Rusholme borders Moss Side and near to Withington?,No,flip_place
Moss Side,borders,Rusholme,close,Offerton Park,"Moss Side is borders Rusholme, close Offerton Park",Does Moss Side borders Rusholme and close to Offerton Park?,Yes,no_change
Moss Side,borders,Rusholme,close,Offerton Park,"Moss Side is borders Rusholme, close Offerton Park",Does Rusholme borders Moss Side and close to Offerton Park?,No,flip_place
Craven,within,Yorkshire and the Humber Euro Region,distant,Hillsborough,"Craven is within Yorkshire and the Humber Euro Region, distant Hillsborough",Is Craven within Yorkshire and the Humber Euro Region and distant to Hillsborough?,Yes,no_change
Craven,within,Yorkshire and the Humber Euro Region,distant,Hillsborough,"Craven is within Yorkshire and the Humber Euro Region, distant Hillsborough",Is Yorkshire and the Humber Euro Region within Craven and distant to Hillsborough?,No,flip_place
Craven,within,Yorkshire and the Humber Euro Region,far,Wheatley Hills & Intake,"Craven is within Yorkshire and the Humber Euro Region, far Wheatley Hills & Intake",Is Craven within Yorkshire and the Humber Euro Region and far to Wheatley Hills & Intake?,Yes,no_change
Craven,within,Yorkshire and the Humber Euro Region,far,Wheatley Hills & Intake,"Craven is within Yorkshire and the Humber Euro Region, far Wheatley Hills & Intake",Is Craven within Yorkshire and the Humber Euro Region and near to Wheatley Hills & Intake?,No,replace_dis_token
Craven,borders,Keighley,near,Ilkley,"Craven is borders Keighley, near Ilkley",Does Craven borders Keighley and near to Ilkley?,Yes,no_change
Craven,borders,Keighley,near,Ilkley,"Craven is borders Keighley, near Ilkley",Does Keighley borders Craven and near to Ilkley?,No,flip_place
Craven,borders,Keighley,close,Royds,"Craven is borders Keighley, close Royds",Does Craven borders Keighley and close to Royds?,Yes,no_change
Craven,borders,Keighley,close,Royds,"Craven is borders Keighley, close Royds",Does Keighley borders Craven and close to Royds?,No,flip_place
Netherton and Orrell,within,North West Euro Region,distant,Radcliffe West,"Netherton and Orrell is within North West Euro Region, distant Radcliffe West",Is Netherton and Orrell within North West Euro Region and distant to Radcliffe West?,Yes,no_change
Netherton and Orrell,within,North West Euro Region,distant,Radcliffe West,"Netherton and Orrell is within North West Euro Region, distant Radcliffe West",Is Netherton and Orrell within North West Euro Region and close to Radcliffe West?,No,replace_dis_token
Netherton and Orrell,within,North West Euro Region,far,Reddish North,"Netherton and Orrell is within North West Euro Region, far Reddish North",Is Netherton and Orrell within North West Euro Region and far to Reddish North?,Yes,no_change
Netherton and Orrell,within,North West Euro Region,far,Reddish North,"Netherton and Orrell is within North West Euro Region, far Reddish North",Is Netherton and Orrell within North West Euro Region and near to Reddish North?,No,replace_dis_token
Netherton and Orrell,borders,Park,near,Warbreck,"Netherton and Orrell is borders Park, near Warbreck",Does Netherton and Orrell borders Park and near to Warbreck?,Yes,no_change
Netherton and Orrell,borders,Park,near,Warbreck,"Netherton and Orrell is borders Park, near Warbreck",Does Netherton and Orrell borders Park and far to Warbreck?,No,replace_dis_token
Netherton and Orrell,borders,Park,close,St. Michael's,"Netherton and Orrell is borders Park, close St. Michael's",Does Netherton and Orrell borders Park and close to St. Michael's?,Yes,no_change
Netherton and Orrell,borders,Park,close,St. Michael's,"Netherton and Orrell is borders Park, close St. Michael's",Does Park borders Netherton and Orrell and close to St. Michael's?,No,flip_place
Ashton Hurst,within,North West Euro Region,distant,Winton,"Ashton Hurst is within North West Euro Region, distant Winton",Is Ashton Hurst within North West Euro Region and distant to Winton?,Yes,no_change
Ashton Hurst,within,North West Euro Region,distant,Winton,"Ashton Hurst is within North West Euro Region, distant Winton",Is North West Euro Region within Ashton Hurst and distant to Winton?,No,flip_place
Ashton Hurst,within,North West Euro Region,far,County,"Ashton Hurst is within North West Euro Region, far County",Is Ashton Hurst within North West Euro Region and far to County?,Yes,no_change
Ashton Hurst,within,North West Euro Region,far,County,"Ashton Hurst is within North West Euro Region, far County",Does Ashton Hurst borders North West Euro Region and far to County?,No,replace_top_token
Ashton Hurst,borders,St. Peter's,near,St. Mary's,"Ashton Hurst is borders St. Peter's, near St. Mary's",Does Ashton Hurst borders St. Peter's and near to St. Mary's?,Yes,no_change
Ashton Hurst,borders,St. Peter's,near,St. Mary's,"Ashton Hurst is borders St. Peter's, near St. Mary's",Is Ashton Hurst within St. Peter's and near to St. Mary's?,No,replace_top_token
Ashton Hurst,borders,St. Peter's,close,Chorlton Park,"Ashton Hurst is borders St. Peter's, close Chorlton Park",Does Ashton Hurst borders St. Peter's and close to Chorlton Park?,Yes,no_change
Ashton Hurst,borders,St. Peter's,close,Chorlton Park,"Ashton Hurst is borders St. Peter's, close Chorlton Park",Is Ashton Hurst within St. Peter's and close to Chorlton Park?,No,replace_top_token
Selly Oak,within,Birmingham,distant,Sherbourne Warwickshire,"Selly Oak is within Birmingham, distant Sherbourne Warwickshire",Is Selly Oak within Birmingham and distant to Sherbourne Warwickshire?,Yes,no_change
Selly Oak,within,Birmingham,distant,Sherbourne Warwickshire,"Selly Oak is within Birmingham, distant Sherbourne Warwickshire",Is Selly Oak within Birmingham and close to Sherbourne Warwickshire?,No,replace_dis_token
Selly Oak,within,Birmingham,far,Weetslade,"Selly Oak is within Birmingham, far Weetslade",Is Selly Oak within Birmingham and far to Weetslade?,Yes,no_change
Selly Oak,within,Birmingham,far,Weetslade,"Selly Oak is within Birmingham, far Weetslade",Is Selly Oak within Birmingham and near to Weetslade?,No,replace_dis_token
Selly Oak,borders,Moseley and Kings Heath,near,Soho and Victoria,"Selly Oak is borders Moseley and Kings Heath, near Soho and Victoria",Does Selly Oak borders Moseley and Kings Heath and near to Soho and Victoria?,Yes,no_change
Selly Oak,borders,Moseley and Kings Heath,near,Soho and Victoria,"Selly Oak is borders Moseley and Kings Heath, near Soho and Victoria",Does Moseley and Kings Heath borders Selly Oak and near to Soho and Victoria?,No,flip_place
Selly Oak,borders,Moseley and Kings Heath,close,Wednesfield South,"Selly Oak is borders Moseley and Kings Heath, close Wednesfield South",Does Selly Oak borders Moseley and Kings Heath and close to Wednesfield South?,Yes,no_change
Selly Oak,borders,Moseley and Kings Heath,close,Wednesfield South,"Selly Oak is borders Moseley and Kings Heath, close Wednesfield South",Is Selly Oak within Moseley and Kings Heath and close to Wednesfield South?,No,replace_top_token
Shiney Row,borders,St. Chad's,near,Washington Central,"Shiney Row is borders St. Chad's, near Washington Central",Does Shiney Row borders St. Chad's and near to Washington Central?,Yes,no_change
Shiney Row,borders,St. Chad's,near,Washington Central,"Shiney Row is borders St. Chad's, near Washington Central",Is Shiney Row within St. Chad's and near to Washington Central?,No,replace_top_token
Shiney Row,borders,St. Chad's,close,Whickham South and Sunniside,"Shiney Row is borders St. Chad's, close Whickham South and Sunniside",Does Shiney Row borders St. Chad's and close to Whickham South and Sunniside?,Yes,no_change
Shiney Row,borders,St. Chad's,close,Whickham South and Sunniside,"Shiney Row is borders St. Chad's, close Whickham South and Sunniside",Is Shiney Row within St. Chad's and close to Whickham South and Sunniside?,No,replace_top_token
Chadderton Central,within,North West Euro Region,distant,Rotherham West,"Chadderton Central is within North West Euro Region, distant Rotherham West",Is Chadderton Central within North West Euro Region and distant to Rotherham West?,Yes,no_change
Chadderton Central,within,North West Euro Region,distant,Rotherham West,"Chadderton Central is within North West Euro Region, distant Rotherham West",Is Chadderton Central within North West Euro Region and close to Rotherham West?,No,replace_dis_token
Chadderton Central,within,North West Euro Region,far,Bickenhill,"Chadderton Central is within North West Euro Region, far Bickenhill",Is Chadderton Central within North West Euro Region and far to Bickenhill?,Yes,no_change
Chadderton Central,within,North West Euro Region,far,Bickenhill,"Chadderton Central is within North West Euro Region, far Bickenhill",Is Chadderton Central within North West Euro Region and near to Bickenhill?,No,replace_dis_token
Chadderton Central,borders,Charlestown,near,South Middleton,"Chadderton Central is borders Charlestown, near South Middleton",Does Chadderton Central borders Charlestown and near to South Middleton?,Yes,no_change
Chadderton Central,borders,Charlestown,near,South Middleton,"Chadderton Central is borders Charlestown, near South Middleton",Does Charlestown borders Chadderton Central and near to South Middleton?,No,flip_place
Chadderton Central,borders,Charlestown,close,Old Moat,"Chadderton Central is borders Charlestown, close Old Moat",Does Chadderton Central borders Charlestown and close to Old Moat?,Yes,no_change
Chadderton Central,borders,Charlestown,close,Old Moat,"Chadderton Central is borders Charlestown, close Old Moat",Does Chadderton Central borders Charlestown and distant to Old Moat?,No,replace_dis_token
Standish with Langtree,within,Metropolitan Borough of Wigan,distant,Urmston,"Standish with Langtree is within Metropolitan Borough of Wigan, distant Urmston",Is Standish with Langtree within Metropolitan Borough of Wigan and distant to Urmston?,Yes,no_change
Standish with Langtree,within,Metropolitan Borough of Wigan,distant,Urmston,"Standish with Langtree is within Metropolitan Borough of Wigan, distant Urmston",Is Standish with Langtree within Metropolitan Borough of Wigan and close to Urmston?,No,replace_dis_token
Standish with Langtree,within,Metropolitan Borough of Wigan,far,Smith's Wood,"Standish with Langtree is within Metropolitan Borough of Wigan, far Smith's Wood",Is Standish with Langtree within Metropolitan Borough of Wigan and far to Smith's Wood?,Yes,no_change
Standish with Langtree,within,Metropolitan Borough of Wigan,far,Smith's Wood,"Standish with Langtree is within Metropolitan Borough of Wigan, far Smith's Wood",Is Metropolitan Borough of Wigan within Standish with Langtree and far to Smith's Wood?,No,flip_place
Standish with Langtree,borders,Aspull New Springs Whelley,near,Winstanley,"Standish with Langtree is borders Aspull New Springs Whelley, near Winstanley",Does Standish with Langtree borders Aspull New Springs Whelley and near to Winstanley?,Yes,no_change
Standish with Langtree,borders,Aspull New Springs Whelley,near,Winstanley,"Standish with Langtree is borders Aspull New Springs Whelley, near Winstanley",Does Aspull New Springs Whelley borders Standish with Langtree and near to Winstanley?,No,flip_place
Standish with Langtree,borders,Aspull New Springs Whelley,close,Windle St Helens,"Standish with Langtree is borders Aspull New Springs Whelley, close Windle St Helens",Does Standish with Langtree borders Aspull New Springs Whelley and close to Windle St Helens?,Yes,no_change
Standish with Langtree,borders,Aspull New Springs Whelley,close,Windle St Helens,"Standish with Langtree is borders Aspull New Springs Whelley, close Windle St Helens",Does Standish with Langtree borders Aspull New Springs Whelley and distant to Windle St Helens?,No,replace_dis_token
Sheldon,within,West Midlands Euro Region,distant,Wyken,"Sheldon is within West Midlands Euro Region, distant Wyken",Is Sheldon within West Midlands Euro Region and distant to Wyken?,Yes,no_change
Sheldon,within,West Midlands Euro Region,distant,Wyken,"Sheldon is within West Midlands Euro Region, distant Wyken",Is West Midlands Euro Region within Sheldon and distant to Wyken?,No,flip_place
Sheldon,within,West Midlands Euro Region,far,Rainford,"Sheldon is within West Midlands Euro Region, far Rainford",Is Sheldon within West Midlands Euro Region and far to Rainford?,Yes,no_change
Sheldon,within,West Midlands Euro Region,far,Rainford,"Sheldon is within West Midlands Euro Region, far Rainford",Does Sheldon borders West Midlands Euro Region and far to Rainford?,No,replace_top_token
Sheldon,borders,Stechford and Yardley North,near,Washwood Heath,"Sheldon is borders Stechford and Yardley North, near Washwood Heath",Does Sheldon borders Stechford and Yardley North and near to Washwood Heath?,Yes,no_change
Sheldon,borders,Stechford and Yardley North,near,Washwood Heath,"Sheldon is borders Stechford and Yardley North, near Washwood Heath",Is Sheldon within Stechford and Yardley North and near to Washwood Heath?,No,replace_top_token
Sheldon,borders,Stechford and Yardley North,close,Sutton Trinity,"Sheldon is borders Stechford and Yardley North, close Sutton Trinity",Does Sheldon borders Stechford and Yardley North and close to Sutton Trinity?,Yes,no_change
Sheldon,borders,Stechford and Yardley North,close,Sutton Trinity,"Sheldon is borders Stechford and Yardley North, close Sutton Trinity",Is Sheldon within Stechford and Yardley North and close to Sutton Trinity?,No,replace_top_token
Blakenhall,within,West Midlands Euro Region,distant,St. Alphege,"Blakenhall is within West Midlands Euro Region, distant St. Alphege",Is Blakenhall within West Midlands Euro Region and distant to St. Alphege?,Yes,no_change
Blakenhall,within,West Midlands Euro Region,distant,St. Alphege,"Blakenhall is within West Midlands Euro Region, distant St. Alphege",Does Blakenhall borders West Midlands Euro Region and distant to St. Alphege?,No,replace_top_token
Blakenhall,within,West Midlands Euro Region,far,Miles Platting and Newton Heath,"Blakenhall is within West Midlands Euro Region, far Miles Platting and Newton Heath",Is Blakenhall within West Midlands Euro Region and far to Miles Platting and Newton Heath?,Yes,no_change
Blakenhall,within,West Midlands Euro Region,far,Miles Platting and Newton Heath,"Blakenhall is within West Midlands Euro Region, far Miles Platting and Newton Heath",Is Blakenhall within West Midlands Euro Region and near to Miles Platting and Newton Heath?,No,replace_dis_token
Blakenhall,borders,St. Peter's,near,Brockmoor and Pensnett,"Blakenhall is borders St. Peter's, near Brockmoor and Pensnett",Does Blakenhall borders St. Peter's and near to Brockmoor and Pensnett?,Yes,no_change
Blakenhall,borders,St. Peter's,near,Brockmoor and Pensnett,"Blakenhall is borders St. Peter's, near Brockmoor and Pensnett",Does Blakenhall borders St. Peter's and far to Brockmoor and Pensnett?,No,replace_dis_token
Blakenhall,borders,St. Peter's,close,Charlemont with Grove Vale,"Blakenhall is borders St. Peter's, close Charlemont with Grove Vale",Does Blakenhall borders St. Peter's and close to Charlemont with Grove Vale?,Yes,no_change
Blakenhall,borders,St. Peter's,close,Charlemont with Grove Vale,"Blakenhall is borders St. Peter's, close Charlemont with Grove Vale",Is Blakenhall within St. Peter's and close to Charlemont with Grove Vale?,No,replace_top_token
Lozells and East Handsworth,within,West Midlands Euro Region,distant,Upper Stoke,"Lozells and East Handsworth is within West Midlands Euro Region, distant Upper Stoke",Is Lozells and East Handsworth within West Midlands Euro Region and distant to Upper Stoke?,Yes,no_change
Lozells and East Handsworth,within,West Midlands Euro Region,distant,Upper Stoke,"Lozells and East Handsworth is within West Midlands Euro Region, distant Upper Stoke",Is West Midlands Euro Region within Lozells and East Handsworth and distant to Upper Stoke?,No,flip_place
Lozells and East Handsworth,within,West Midlands Euro Region,far,Washington East,"Lozells and East Handsworth is within West Midlands Euro Region, far Washington East",Is Lozells and East Handsworth within West Midlands Euro Region and far to Washington East?,Yes,no_change
Lozells and East Handsworth,within,West Midlands Euro Region,far,Washington East,"Lozells and East Handsworth is within West Midlands Euro Region, far Washington East",Does Lozells and East Handsworth borders West Midlands Euro Region and far to Washington East?,No,replace_top_token
Lozells and East Handsworth,borders,Soho,near,St. Pauls,"Lozells and East Handsworth is borders Soho, near St. Pauls",Does Lozells and East Handsworth borders Soho and near to St. Pauls?,Yes,no_change
Lozells and East Handsworth,borders,Soho,near,St. Pauls,"Lozells and East Handsworth is borders Soho, near St. Pauls",Is Lozells and East Handsworth within Soho and near to St. Pauls?,No,replace_top_token
Lozells and East Handsworth,borders,Soho,close,Sutton Trinity,"Lozells and East Handsworth is borders Soho, close Sutton Trinity",Does Lozells and East Handsworth borders Soho and close to Sutton Trinity?,Yes,no_change
Lozells and East Handsworth,borders,Soho,close,Sutton Trinity,"Lozells and East Handsworth is borders Soho, close Sutton Trinity",Does Soho borders Lozells and East Handsworth and close to Sutton Trinity?,No,flip_place
New Brighton,within,Metropolitan Borough of Wirral,distant,Swinton South,"New Brighton is within Metropolitan Borough of Wirral, distant Swinton South",Is New Brighton within Metropolitan Borough of Wirral and distant to Swinton South?,Yes,no_change
New Brighton,within,Metropolitan Borough of Wirral,distant,Swinton South,"New Brighton is within Metropolitan Borough of Wirral, distant Swinton South",Does New Brighton borders Metropolitan Borough of Wirral and distant to Swinton South?,No,replace_top_token
New Brighton,within,Metropolitan Borough of Wirral,far,North Jesmond,"New Brighton is within Metropolitan Borough of Wirral, far North Jesmond",Is New Brighton within Metropolitan Borough of Wirral and far to North Jesmond?,Yes,no_change
New Brighton,within,Metropolitan Borough of Wirral,far,North Jesmond,"New Brighton is within Metropolitan Borough of Wirral, far North Jesmond",Is New Brighton within Metropolitan Borough of Wirral and near to North Jesmond?,No,replace_dis_token
New Brighton,borders,Kirkdale,near,Rock Ferry,"New Brighton is borders Kirkdale, near Rock Ferry",Does New Brighton borders Kirkdale and near to Rock Ferry?,Yes,no_change
New Brighton,borders,Kirkdale,near,Rock Ferry,"New Brighton is borders Kirkdale, near Rock Ferry",Is New Brighton within Kirkdale and near to Rock Ferry?,No,replace_top_token
New Brighton,borders,Kirkdale,close,Tuebrook and Stoneycroft,"New Brighton is borders Kirkdale, close Tuebrook and Stoneycroft",Does New Brighton borders Kirkdale and close to Tuebrook and Stoneycroft?,Yes,no_change
New Brighton,borders,Kirkdale,close,Tuebrook and Stoneycroft,"New Brighton is borders Kirkdale, close Tuebrook and Stoneycroft",Does Kirkdale borders New Brighton and close to Tuebrook and Stoneycroft?,No,flip_place
Ovenden,within,Calderdale,distant,Mossley,"Ovenden is within Calderdale, distant Mossley",Is Ovenden within Calderdale and distant to Mossley?,Yes,no_change
