place1,top,place2_Y,dis,place2_Z,triplet,question,options,answer,option_sources
Clayton and Fairweather Green,borders,Great Horton,near,Shipley,"Clayton and Fairweather Green is borders Great Horton, near Shipley",Which city borders Great Horton and is also near to Shipley?,"A. Woodlands
B. Idle and Thackley
C. Clayton and Fairweather Green",C. Clayton and Fairweather Green,"random,partial,correct"
Clayton and Fairweather Green,borders,Great Horton,close,Littleborough Lakeside,"Clayton and Fairweather Green is borders Great Horton, close Littleborough Lakeside",Which city borders Great Horton and is also close to Littleborough Lakeside?,"A. Church
B. Clayton and Fairweather Green
C. Brockmoor and Pensnett",B. Clayton and Fairweather Green,"partial,correct,random"
Radcliffe West,within,Metropolitan Borough of Bury,distant,Shevington with Lower Ground,"Radcliffe West is within Metropolitan Borough of Bury, distant Shevington with Lower Ground",Which city is within Metropolitan Borough of Bury and also distant to Shevington with Lower Ground?,"A. Adel and Wharfedale
B. Radcliffe West
C. Seacombe",B. Radcliffe West,"random,correct,partial"
Radcliffe West,within,Metropolitan Borough of Bury,far,Ryton Crookhill and Stella,"Radcliffe West is within Metropolitan Borough of Bury, far Ryton Crookhill and Stella",Which city is within Metropolitan Borough of Bury and also far to Ryton Crookhill and Stella?,"A. Radcliffe West
B. Victoria
C. Crompton",A. Radcliffe West,"correct,random,partial"
Radcliffe West,borders,Radcliffe North,near,Sedgley,"Radcliffe West is borders Radcliffe North, near Sedgley",Which city borders Radcliffe North and is also near to Sedgley?,"A. Radcliffe West
B. Worsley
C. City Centre",A. Radcliffe West,"correct,random,partial"
Radcliffe West,borders,Radcliffe North,close,Stretford,"Radcliffe West is borders Radcliffe North, close Stretford",Which city borders Radcliffe North and is also close to Stretford?,"A. Knotty Ash
B. Hyde Werneth
C. Radcliffe West",C. Radcliffe West,"random,partial,correct"
West Kirby and Thurstaston,within,Metropolitan Borough of Wirral,distant,Wigan West,"West Kirby and Thurstaston is within Metropolitan Borough of Wirral, distant Wigan West",Which city is within Metropolitan Borough of Wirral and also distant to Wigan West?,"A. Rusholme
B. West Heywood
C. West Kirby and Thurstaston",C. West Kirby and Thurstaston,"partial,random,correct"
West Kirby and Thurstaston,within,Metropolitan Borough of Wirral,far,Doxey,"West Kirby and Thurstaston is within Metropolitan Borough of Wirral, far Doxey",Which city is within Metropolitan Borough of Wirral and also far to Doxey?,"A. Dene
B. West Kirby and Thurstaston
C. Chorlton Park",B. West Kirby and Thurstaston,"partial,correct,random"
Little Horton,within,Yorkshire and the Humber Euro Region,distant,Royston,"Little Horton is within Yorkshire and the Humber Euro Region, distant Royston",Which city is within Yorkshire and the Humber Euro Region and also distant to Royston?,"A. Droylsden East
B. Little Horton
C. Woolsington",B. Little Horton,"partial,correct,random"
Little Horton,within,Yorkshire and the Humber Euro Region,far,Woolsington,"Little Horton is within Yorkshire and the Humber Euro Region, far Woolsington",Which city is within Yorkshire and the Humber Euro Region and also far to Woolsington?,"A. Tonge with the Haulgh
B. Little Horton
C. Droylsden West",B. Little Horton,"random,correct,partial"
Little Horton,borders,Great Horton,near,Wibsey,"Little Horton is borders Great Horton, near Wibsey",Which city borders Great Horton and is also near to Wibsey?,"A. Brighouse
B. Little Horton
C. Dene",B. Little Horton,"partial,correct,random"
Little Horton,borders,Great Horton,close,Holme Valley,"Little Horton is borders Great Horton, close Holme Valley",Which city borders Great Horton and is also close to Holme Valley?,"A. Waterhead
B. Ashbrow
C. Little Horton",C. Little Horton,"partial,random,correct"
Clubmoor,within,Liverpool,distant,Redvales,"Clubmoor is within Liverpool, distant Redvales",Which city is within Liverpool and also distant to Redvales?,"A. Woolton
B. Clubmoor
C. Cressington",B. Clubmoor,"partial,correct,random"
Clubmoor,within,Liverpool,far,Moortown,"Clubmoor is within Liverpool, far Moortown",Which city is within Liverpool and also far to Moortown?,"A. Clubmoor
B. Bryn
C. Broughton",A. Clubmoor,"correct,random,partial"
Clubmoor,borders,West Derby,near,Yew Tree,"Clubmoor is borders West Derby, near Yew Tree",Which city borders West Derby and is also near to Yew Tree?,"A. Clubmoor
B. Allerton and Hunts Cross
C. Town Centre",A. Clubmoor,"correct,partial,random"
Clubmoor,borders,West Derby,close,Norwood,"Clubmoor is borders West Derby, close Norwood",Which city borders West Derby and is also close to Norwood?,"A. Clubmoor
B. Dene
C. Derby",A. Clubmoor,"correct,random,partial"
West Heywood,within,Metropolitan Borough of Rochdale,distant,Yew Tree,"West Heywood is within Metropolitan Borough of Rochdale, distant Yew Tree",Which city is within Metropolitan Borough of Rochdale and also distant to Yew Tree?,"A. Bamford
B. West Heywood
C. Southey",B. West Heywood,"partial,correct,random"
West Heywood,within,Metropolitan Borough of Rochdale,far,Conisbrough Parks,"West Heywood is within Metropolitan Borough of Rochdale, far Conisbrough Parks",Which city is within Metropolitan Borough of Rochdale and also far to Conisbrough Parks?,"A. West Heywood
B. Northfield
C. Monkton",A. West Heywood,"correct,random,partial"
West Heywood,borders,North Heywood,near,West Middleton,"West Heywood is borders North Heywood, near West Middleton",Which city borders North Heywood and is also near to West Middleton?,"A. Moss Bank
B. West Heywood
C. Unsworth",B. West Heywood,"random,correct,partial"
West Heywood,borders,North Heywood,close,Winton,"West Heywood is borders North Heywood, close Winton",Which city borders North Heywood and is also close to Winton?,"A. Tettenhall Wightwick
B. West Heywood
C. Chadderton South",B. West Heywood,"random,correct,partial"
Howdon,borders,Chirton,near,Wardley and Leam Lane,"Howdon is borders Chirton, near Wardley and Leam Lane",Which city borders Chirton and is also near to Wardley and Leam Lane?,"A. Westoe
B. Chowdene
C. Howdon",C. Howdon,"random,partial,correct"
Howdon,borders,Chirton,close,St. Chad's,"Howdon is borders Chirton, close St. Chad's",Which city borders Chirton and is also close to St. Chad's?,"A. Horsley Hill
B. Blaydon
C. Howdon",C. Howdon,"partial,random,correct"
Yew Tree,within,Liverpool,distant,Astley Village,"Yew Tree is within Liverpool, distant Astley Village",Which city is within Liverpool and also distant to Astley Village?,"A. Hindley
B. Tong
C. Yew Tree",C. Yew Tree,"random,partial,correct"
Yew Tree,within,Liverpool,far,Castle Eden,"Yew Tree is within Liverpool, far Castle Eden",Which city is within Liverpool and also far to Castle Eden?,"A. Yew Tree
B. Old Swan
C. Priory",A. Yew Tree,"correct,partial,random"
Yew Tree,borders,Croxteth,near,Picton Cheshire,"Yew Tree is borders Croxteth, near Picton Cheshire",Which city borders Croxteth and is also near to Picton Cheshire?,"A. Croxteth
B. Bowling and Barkerend
C. Yew Tree",C. Yew Tree,"partial,random,correct"
Yew Tree,borders,Croxteth,close,Halewood,"Yew Tree is borders Croxteth, close Halewood",Which city borders Croxteth and is also close to Halewood?,"A. Offerton Park
B. Yew Tree
C. Molyneux",B. Yew Tree,"random,correct,partial"
Norden,within,North West Euro Region,distant,Blackrod,"Norden is within North West Euro Region, distant Blackrod",Which city is within North West Euro Region and also distant to Blackrod?,"A. Norden
B. Aspull New Springs Whelley
C. Fulwell",A. Norden,"correct,partial,random"
Norden,within,North West Euro Region,far,Stainforth & Barnby Dun,"Norden is within North West Euro Region, far Stainforth & Barnby Dun",Which city is within North West Euro Region and also far to Stainforth & Barnby Dun?,"A. Smethwick
B. Norden
C. St. Oswald",B. Norden,"partial,correct,random"
Norden,borders,North Heywood,near,Ramsbottom,"Norden is borders North Heywood, near Ramsbottom",Which city borders North Heywood and is also near to Ramsbottom?,"A. Norden
B. Church
C. Town Centre",A. Norden,"correct,partial,random"
Norden,borders,North Heywood,close,Northenden,"Norden is borders North Heywood, close Northenden",Which city borders North Heywood and is also close to Northenden?,"A. East
B. Greenhead
C. Norden",C. Norden,"partial,random,correct"
Upper Gornal and Woodsetton,within,Metropolitan Borough of Dudley,distant,Sherbourne Warwickshire,"Upper Gornal and Woodsetton is within Metropolitan Borough of Dudley, distant Sherbourne Warwickshire",Which city is within Metropolitan Borough of Dudley and also distant to Sherbourne Warwickshire?,"A. Wollaston and Stourbridge Town
B. Lyndon
C. Upper Gornal and Woodsetton",C. Upper Gornal and Woodsetton,"partial,random,correct"
Upper Gornal and Woodsetton,within,Metropolitan Borough of Dudley,far,Maltby South Yorkshire,"Upper Gornal and Woodsetton is within Metropolitan Borough of Dudley, far Maltby South Yorkshire",Which city is within Metropolitan Borough of Dudley and also far to Maltby South Yorkshire?,"A. Upper Gornal and Woodsetton
B. Darlaston South
C. St. Chad's",A. Upper Gornal and Woodsetton,"correct,random,partial"
Upper Gornal and Woodsetton,borders,Sedgley,near,Wednesbury North,"Upper Gornal and Woodsetton is borders Sedgley, near Wednesbury North",Which city borders Sedgley and is also near to Wednesbury North?,"A. Palfrey
B. Upper Gornal and Woodsetton
C. Wigan West",B. Upper Gornal and Woodsetton,"partial,correct,random"
Upper Gornal and Woodsetton,borders,Sedgley,close,Doxey,"Upper Gornal and Woodsetton is borders Sedgley, close Doxey",Which city borders Sedgley and is also close to Doxey?,"A. Brockmoor and Pensnett
B. Halewood North
C. Upper Gornal and Woodsetton",C. Upper Gornal and Woodsetton,"partial,random,correct"
Hexthorpe & Balby North,within,Yorkshire and the Humber Euro Region,distant,Thornton and Allerton,"Hexthorpe & Balby North is within Yorkshire and the Humber Euro Region, distant Thornton and Allerton",Which city is within Yorkshire and the Humber Euro Region and also distant to Thornton and Allerton?,"A. Royston
B. Hexthorpe & Balby North
C. Great Horton",B. Hexthorpe & Balby North,"random,correct,partial"
Hexthorpe & Balby North,within,Yorkshire and the Humber Euro Region,far,Astley Village,"Hexthorpe & Balby North is within Yorkshire and the Humber Euro Region, far Astley Village",Which city is within Yorkshire and the Humber Euro Region and also far to Astley Village?,"A. Warley
B. Tyburn
C. Hexthorpe & Balby North",C. Hexthorpe & Balby North,"partial,random,correct"
Hexthorpe & Balby North,borders,Edlington & Warmsworth,near,Armthorpe,"Hexthorpe & Balby North is borders Edlington & Warmsworth, near Armthorpe",Which city borders Edlington & Warmsworth and is also near to Armthorpe?,"A. Conisbrough Parks
B. Hexthorpe & Balby North
C. Wednesfield North",B. Hexthorpe & Balby North,"partial,correct,random"
Hexthorpe & Balby North,borders,Edlington & Warmsworth,close,Mosborough,"Hexthorpe & Balby North is borders Edlington & Warmsworth, close Mosborough",Which city borders Edlington & Warmsworth and is also close to Mosborough?,"A. Hexthorpe & Balby North
B. Fulwood
C. Woolton",A. Hexthorpe & Balby North,"correct,partial,random"
Winstanley,within,Metropolitan Borough of Wigan,distant,Picton Cheshire,"Winstanley is within Metropolitan Borough of Wigan, distant Picton Cheshire",Which city is within Metropolitan Borough of Wigan and also distant to Picton Cheshire?,"A. Toller
B. Winstanley
C. Eccles",B. Winstanley,"random,correct,partial"
Winstanley,within,Metropolitan Borough of Wigan,far,Wickersley,"Winstanley is within Metropolitan Borough of Wigan, far Wickersley",Which city is within Metropolitan Borough of Wigan and also far to Wickersley?,"A. Winstanley
B. Gleadless Valley
C. City Centre",A. Winstanley,"correct,random,partial"
Winstanley,borders,Douglas,near,Rainford,"Winstanley is borders Douglas, near Rainford",Which city borders Douglas and is also near to Rainford?,"A. Winstanley
B. Bryn
C. Fazakerley",A. Winstanley,"correct,partial,random"
Winstanley,borders,Douglas,close,Rainhill,"Winstanley is borders Douglas, close Rainhill",Which city borders Douglas and is also close to Rainhill?,"A. Leigh East
B. Eccleshill
C. Winstanley",C. Winstanley,"partial,random,correct"
Olton,within,Metropolitan Borough of Solihull,distant,Sedgley,"Olton is within Metropolitan Borough of Solihull, distant Sedgley",Which city is within Metropolitan Borough of Solihull and also distant to Sedgley?,"A. Knowle
B. Riverside
C. Olton",C. Olton,"partial,random,correct"
Olton,within,Metropolitan Borough of Solihull,far,Tickhill & Wadsworth,"Olton is within Metropolitan Borough of Solihull, far Tickhill & Wadsworth",Which city is within Metropolitan Borough of Solihull and also far to Tickhill & Wadsworth?,"A. Olton
B. Bromborough
C. Kensington and Fairfield",A. Olton,"correct,partial,random"
Olton,borders,Shirley East,near,Washwood Heath,"Olton is borders Shirley East, near Washwood Heath",Which city borders Shirley East and is also near to Washwood Heath?,"A. St. Thomas's
B. Lyndon
C. Olton",C. Olton,"random,partial,correct"
Olton,borders,Shirley East,close,Palfrey,"Olton is borders Shirley East, close Palfrey",Which city borders Shirley East and is also close to Palfrey?,"A. Norton
B. Dunston Hill and Whickham East
C. Olton",C. Olton,"partial,random,correct"
Knotty Ash,within,North West Euro Region,distant,Spotland and Falinge,"Knotty Ash is within North West Euro Region, distant Spotland and Falinge",Which city is within North West Euro Region and also distant to Spotland and Falinge?,"A. Allerton and Hunts Cross
B. Knotty Ash
C. Heatons North",B. Knotty Ash,"random,correct,partial"
Knotty Ash,within,North West Euro Region,far,Sutton Trinity,"Knotty Ash is within North West Euro Region, far Sutton Trinity",Which city is within North West Euro Region and also far to Sutton Trinity?,"A. Knotty Ash
B. Longford
C. Bromborough",A. Knotty Ash,"correct,partial,random"
Knotty Ash,borders,Old Swan,near,Yew Tree,"Knotty Ash is borders Old Swan, near Yew Tree",Which city borders Old Swan and is also near to Yew Tree?,"A. Hall Green
B. Allerton and Hunts Cross
C. Knotty Ash",C. Knotty Ash,"random,partial,correct"
Knotty Ash,borders,Old Swan,close,Halewood,"Knotty Ash is borders Old Swan, close Halewood",Which city borders Old Swan and is also close to Halewood?,"A. Seacombe
B. Wyke
C. Knotty Ash",C. Knotty Ash,"partial,random,correct"
Primrose,borders,Fellgate and Hedworth,near,Redhill,"Primrose is borders Fellgate and Hedworth, near Redhill",Which city borders Fellgate and Hedworth and is also near to Redhill?,"A. Hebburn South
B. Nether Edge & Sharrow
C. Primrose",C. Primrose,"partial,random,correct"
Primrose,borders,Fellgate and Hedworth,close,Lamesley,"Primrose is borders Fellgate and Hedworth, close Lamesley",Which city borders Fellgate and Hedworth and is also close to Lamesley?,"A. Newburn
B. Primrose
C. South Yardley",B. Primrose,"partial,correct,random"
Northumberland,borders,North Heaton,near,Walkergate,"Northumberland is borders North Heaton, near Walkergate",Which city borders North Heaton and is also near to Walkergate?,"A. Walker
B. Oldbury
C. Northumberland",C. Northumberland,"partial,random,correct"
Northumberland,borders,North Heaton,close,Whiteleas,"Northumberland is borders North Heaton, close Whiteleas",Which city borders North Heaton and is also close to Whiteleas?,"A. Weetslade
B. Reddish North
C. Northumberland",C. Northumberland,"partial,random,correct"
North Heywood,within,Metropolitan Borough of Rochdale,distant,Whitefield,"North Heywood is within Metropolitan Borough of Rochdale, distant Whitefield",Which city is within Metropolitan Borough of Rochdale and also distant to Whitefield?,"A. Smithills
B. North Heywood
C. Walkden South",B. North Heywood,"random,correct,partial"
North Heywood,within,Metropolitan Borough of Rochdale,far,Oscott,"North Heywood is within Metropolitan Borough of Rochdale, far Oscott",Which city is within Metropolitan Borough of Rochdale and also far to Oscott?,"A. Besses
B. North Heywood
C. Bingley Rural",B. North Heywood,"random,correct,partial"
North Heywood,borders,Norden,near,West Middleton,"North Heywood is borders Norden, near West Middleton",Which city borders Norden and is also near to West Middleton?,"A. Hopwood Hall
B. Ladywood
C. North Heywood",C. North Heywood,"partial,random,correct"
North Heywood,borders,Norden,close,Saddleworth North,"North Heywood is borders Norden, close Saddleworth North",Which city borders Norden and is also close to Saddleworth North?,"A. Kirkstall
B. North Heywood
C. Dukinfield Stalybridge",B. North Heywood,"random,correct,partial"
Healey,within,North West Euro Region,distant,Knotty Ash,"Healey is within North West Euro Region, distant Knotty Ash",Which city is within North West Euro Region and also distant to Knotty Ash?,"A. Healey
B. Kensington and Fairfield
C. Netherton Woodside and St. Andrews",A. Healey,"correct,partial,random"
Healey,within,North West Euro Region,far,Longbridge,"Healey is within North West Euro Region, far Longbridge",Which city is within North West Euro Region and also far to Longbridge?,"A. Church
B. Calder
C. Healey",C. Healey,"random,partial,correct"
Healey,borders,Wardle and West Littleborough,near,North Heywood,"Healey is borders Wardle and West Littleborough, near North Heywood",Which city borders Wardle and West Littleborough and is also near to North Heywood?,"A. Littleborough Lakeside
B. Healey
C. Medlock Vale",B. Healey,"partial,correct,random"
Healey,borders,Wardle and West Littleborough,close,Longsight,"Healey is borders Wardle and West Littleborough, close Longsight",Which city borders Wardle and West Littleborough and is also close to Longsight?,"A. Eccles
B. Healey
C. Bloxwich West",B. Healey,"partial,correct,random"
Cullercoats,within,North Tyneside,distant,Lemington,"Cullercoats is within North Tyneside, distant Lemington",Which city is within North Tyneside and also distant to Lemington?,"A. Cullercoats
B. Keighley
C. Benton",A. Cullercoats,"correct,random,partial"
Cullercoats,within,North Tyneside,far,Shirley West,"Cullercoats is within North Tyneside, far Shirley West",Which city is within North Tyneside and also far to Shirley West?,"A. Cullercoats
B. Holderness
C. Ouseburn",A. Cullercoats,"correct,random,partial"
Cullercoats,borders,Tynemouth,near,Valley,"Cullercoats is borders Tynemouth, near Valley",Which city borders Tynemouth and is also near to Valley?,"A. Cullercoats
B. Olton
C. Dene",A. Cullercoats,"correct,random,partial"
Cullercoats,borders,Tynemouth,close,South Jesmond,"Cullercoats is borders Tynemouth, close South Jesmond",Which city borders Tynemouth and is also close to South Jesmond?,"A. Monkton
B. Cullercoats
C. Tonge with the Haulgh",B. Cullercoats,"partial,correct,random"
Sudell,within,Metropolitan Borough of Sefton,distant,West Middleton,"Sudell is within Metropolitan Borough of Sefton, distant West Middleton",Which city is within Metropolitan Borough of Sefton and also distant to West Middleton?,"A. Sudell
B. Todmorden
C. St. Gabriels",A. Sudell,"correct,random,partial"
Sudell,within,Metropolitan Borough of Sefton,far,Wharfedale,"Sudell is within Metropolitan Borough of Sefton, far Wharfedale",Which city is within Metropolitan Borough of Sefton and also far to Wharfedale?,"A. South Jesmond
B. Sutton New Hall
C. Sudell",C. Sudell,"random,partial,correct"
Sudell,borders,Park,near,Whitefield,"Sudell is borders Park, near Whitefield",Which city borders Park and is also near to Whitefield?,"A. Merry Hill
B. Sudell
C. Great Barr with Yew Tree",B. Sudell,"partial,correct,random"
Sudell,borders,Park,close,Winstanley,"Sudell is borders Park, close Winstanley",Which city borders Park and is also close to Winstanley?,"A. Tettenhall Regis
B. Sudell
C. East Park",B. Sudell,"partial,correct,random"
Waterhead,within,Metropolitan Borough of Oldham,distant,Westhoughton North and Chew Moor,"Waterhead is within Metropolitan Borough of Oldham, distant Westhoughton North and Chew Moor",Which city is within Metropolitan Borough of Oldham and also distant to Westhoughton North and Chew Moor?,"A. Waterhead
B. Cross Gates and Whinmoor
C. Longsight",A. Waterhead,"correct,random,partial"
Waterhead,within,Metropolitan Borough of Oldham,far,Willenhall South,"Waterhead is within Metropolitan Borough of Oldham, far Willenhall South",Which city is within Metropolitan Borough of Oldham and also far to Willenhall South?,"A. Orrell
B. Waterhead
C. Stocksbridge & Upper Don",B. Waterhead,"partial,correct,random"
Waterhead,borders,St. James',near,Werneth,"Waterhead is borders St. James', near Werneth",Which city borders St. James' and is also near to Werneth?,"A. Withington
B. Coldhurst
C. Waterhead",C. Waterhead,"random,partial,correct"
Waterhead,borders,St. James',close,West Heywood,"Waterhead is borders St. James', close West Heywood",Which city borders St. James' and is also close to West Heywood?,"A. Waterhead
B. Rumworth
C. Wainbody",A. Waterhead,"correct,partial,random"
Heatons South,within,Metropolitan Borough of Stockport,distant,Idle and Thackley,"Heatons South is within Metropolitan Borough of Stockport, distant Idle and Thackley",Which city is within Metropolitan Borough of Stockport and also distant to Idle and Thackley?,"A. Barton
B. Heatons South
C. Rowley",B. Heatons South,"partial,correct,random"
Heatons South,within,Metropolitan Borough of Stockport,far,Roman Ridge,"Heatons South is within Metropolitan Borough of Stockport, far Roman Ridge",Which city is within Metropolitan Borough of Stockport and also far to Roman Ridge?,"A. Hyde Werneth
B. Heatons South
C. Great Lever",B. Heatons South,"partial,correct,random"
Heatons South,borders,Didsbury East,near,Offerton Park,"Heatons South is borders Didsbury East, near Offerton Park",Which city borders Didsbury East and is also near to Offerton Park?,"A. Hindley Green
B. Didsbury West
C. Heatons South",C. Heatons South,"random,partial,correct"
Heatons South,borders,Didsbury East,close,Unsworth,"Heatons South is borders Didsbury East, close Unsworth",Which city borders Didsbury East and is also close to Unsworth?,"A. Heatons South
B. Reddish North
C. Newsome",A. Heatons South,"correct,partial,random"
Radford,within,Coventry,distant,Rowley,"Radford is within Coventry, distant Rowley",Which city is within Coventry and also distant to Rowley?,"A. Pensby and Thingwall
B. Radford
C. Foleshill",B. Radford,"random,correct,partial"
Radford,within,Coventry,far,Wyke,"Radford is within Coventry, far Wyke",Which city is within Coventry and also far to Wyke?,"A. Elton
B. Cambridge
C. Radford",C. Radford,"random,partial,correct"
Radford,borders,St. Michael's,near,Wainbody,"Radford is borders St. Michael's, near Wainbody",Which city borders St. Michael's and is also near to Wainbody?,"A. Millfield
B. Acocks Green
C. Radford",C. Radford,"partial,random,correct"
Radford,borders,St. Michael's,close,Chelmsley Wood,"Radford is borders St. Michael's, close Chelmsley Wood",Which city borders St. Michael's and is also close to Chelmsley Wood?,"A. Radford
B. North Manor
C. St. Matthew's",A. Radford,"correct,random,partial"
St. Alphege,within,Metropolitan Borough of Solihull,distant,Wednesfield South,"St. Alphege is within Metropolitan Borough of Solihull, distant Wednesfield South",Which city is within Metropolitan Borough of Solihull and also distant to Wednesfield South?,"A. Darlaston South
B. St. Alphege
C. Hall Green",B. St. Alphege,"random,correct,partial"
St. Alphege,within,Metropolitan Borough of Solihull,far,Orgreave South Yorkshire,"St. Alphege is within Metropolitan Borough of Solihull, far Orgreave South Yorkshire",Which city is within Metropolitan Borough of Solihull and also far to Orgreave South Yorkshire?,"A. Henley
B. St. Alphege
C. North East",B. St. Alphege,"partial,correct,random"
St. Alphege,borders,Shirley East,near,Stechford and Yardley North,"St. Alphege is borders Shirley East, near Stechford and Yardley North",Which city borders Shirley East and is also near to Stechford and Yardley North?,"A. Shirley South
B. Hatfield
C. St. Alphege",C. St. Alphege,"partial,random,correct"
St. Alphege,borders,Shirley East,close,Smith's Wood,"St. Alphege is borders Shirley East, close Smith's Wood",Which city borders Shirley East and is also close to Smith's Wood?,"A. Aldridge North and Walsall Wood
B. Westwood
C. St. Alphege",C. St. Alphege,"partial,random,correct"
Northenden,within,Manchester,distant,Skircoat,"Northenden is within Manchester, distant Skircoat",Which city is within Manchester and also distant to Skircoat?,"A. Northenden
B. Bradshaw
C. Brighouse",A. Northenden,"correct,partial,random"
Northenden,within,Manchester,far,Doxey,"Northenden is within Manchester, far Doxey",Which city is within Manchester and also far to Doxey?,"A. Northenden
B. North Manor
C. Weetslade",A. Northenden,"correct,partial,random"
Northenden,borders,Cheadle and Gatley,near,Old Moat,"Northenden is borders Cheadle and Gatley, near Old Moat",Which city borders Cheadle and Gatley and is also near to Old Moat?,"A. Didsbury West
B. Northenden
C. Stalybridge South",B. Northenden,"partial,correct,random"
Northenden,borders,Cheadle and Gatley,close,St. Mary's,"Northenden is borders Cheadle and Gatley, close St. Mary's",Which city borders Cheadle and Gatley and is also close to St. Mary's?,"A. Northenden
B. Chorlton Park
C. Smith's Wood",A. Northenden,"correct,partial,random"
Harpurhey,within,Manchester,distant,Sowerby Bridge,"Harpurhey is within Manchester, distant Sowerby Bridge",Which city is within Manchester and also distant to Sowerby Bridge?,"A. Dukinfield Stalybridge
B. Heald Green
C. Harpurhey",C. Harpurhey,"random,partial,correct"
Harpurhey,within,Manchester,far,Langley,"Harpurhey is within Manchester, far Langley",Which city is within Manchester and also far to Langley?,"A. Crumpsall
B. East Ecclesfield
C. Harpurhey",C. Harpurhey,"partial,random,correct"
Harpurhey,borders,Charlestown,near,Irwell Riverside,"Harpurhey is borders Charlestown, near Irwell Riverside",Which city borders Charlestown and is also near to Irwell Riverside?,"A. East Middleton
B. Whalley Range
C. Harpurhey",C. Harpurhey,"partial,random,correct"
Harpurhey,borders,Charlestown,close,Tyldesley,"Harpurhey is borders Charlestown, close Tyldesley",Which city borders Charlestown and is also close to Tyldesley?,"A. Cheetham
B. Harpurhey
C. Davyhulme East",B. Harpurhey,"partial,correct,random"
Dearne South,within,Metropolitan Borough of Barnsley,distant,Dewsbury South,"Dearne South is within Metropolitan Borough of Barnsley, distant Dewsbury South",Which city is within Metropolitan Borough of Barnsley and also distant to Dewsbury South?,"A. Dearne South
B. Bredbury and Woodley
C. Riverside",A. Dearne South,"correct,partial,random"
Dearne South,within,Metropolitan Borough of Barnsley,far,Heald Green,"Dearne South is within Metropolitan Borough of Barnsley, far Heald Green",Which city is within Metropolitan Borough of Barnsley and also far to Heald Green?,"A. Bowling and Barkerend
B. Ford
C. Dearne South",C. Dearne South,"random,partial,correct"
Dearne South,borders,Sprotbrough and Cusworth,near,Mexborough,"Dearne South is borders Sprotbrough and Cusworth, near Mexborough",Which city borders Sprotbrough and Cusworth and is also near to Mexborough?,"A. South Elmsall and South Kirkby
B. Shiney Row
C. Dearne South",C. Dearne South,"partial,random,correct"
Dearne South,borders,Sprotbrough and Cusworth,close,Rossington,"Dearne South is borders Sprotbrough and Cusworth, close Rossington",Which city borders Sprotbrough and Cusworth and is also close to Rossington?,"A. Ackworth North Elmsall and Upton
B. Brierley Hill
C. Dearne South",C. Dearne South,"partial,random,correct"
Dewsbury South,within,Yorkshire and the Humber Euro Region,distant,Shaw,"Dewsbury South is within Yorkshire and the Humber Euro Region, distant Shaw",Which city is within Yorkshire and the Humber Euro Region and also distant to Shaw?,"A. Dewsbury South
B. Richmond
C. Rothwell",A. Dewsbury South,"correct,partial,random"
Dewsbury South,within,Yorkshire and the Humber Euro Region,far,Winlaton and High Spen,"Dewsbury South is within Yorkshire and the Humber Euro Region, far Winlaton and High Spen",Which city is within Yorkshire and the Humber Euro Region and also far to Winlaton and High Spen?,"A. Bramhall South and Woodford
B. Spring Vale
C. Dewsbury South",C. Dewsbury South,"random,partial,correct"
Dewsbury South,borders,Wakefield Rural,near,Dewsbury West,"Dewsbury South is borders Wakefield Rural, near Dewsbury West",Which city borders Wakefield Rural and is also near to Dewsbury West?,"A. Dewsbury South
B. Batley East
C. Cherryfield",A. Dewsbury South,"correct,partial,random"
Dewsbury South,borders,Wakefield Rural,close,Town,"Dewsbury South is borders Wakefield Rural, close Town",Which city borders Wakefield Rural and is also close to Town?,"A. Dewsbury South
B. Bingley
C. Armthorpe",A. Dewsbury South,"correct,partial,random"
Ettingshall,within,West Midlands Euro Region,distant,Foleshill,"Ettingshall is within West Midlands Euro Region, distant Foleshill",Which city is within West Midlands Euro Region and also distant to Foleshill?,"A. Ettingshall
B. Gornal
C. Metropolitan Borough of Barnsley",A. Ettingshall,"correct,partial,random"
Ettingshall,within,West Midlands Euro Region,far,St. Mary's,"Ettingshall is within West Midlands Euro Region, far St. Mary's",Which city is within West Midlands Euro Region and also far to St. Mary's?,"A. Ettingshall
B. Failsworth East
C. Old Swan",A. Ettingshall,"correct,partial,random"
Ettingshall,borders,Spring Vale,near,Park,"Ettingshall is borders Spring Vale, near Park",Which city borders Spring Vale and is also near to Park?,"A. Ovenden
B. Kensington and Fairfield
C. Ettingshall",C. Ettingshall,"partial,random,correct"
Ettingshall,borders,Spring Vale,close,Norton,"Ettingshall is borders Spring Vale, close Norton",Which city borders Spring Vale and is also close to Norton?,"A. Tettenhall Regis
B. Ettingshall
C. Birchills Leamore",B. Ettingshall,"random,correct,partial"
Bramhall North,within,North West Euro Region,distant,Healey,"Bramhall North is within North West Euro Region, distant Healey",Which city is within North West Euro Region and also distant to Healey?,"A. Bramhall North
B. Didsbury West
C. Norris Green",A. Bramhall North,"correct,random,partial"
Bramhall North,within,North West Euro Region,far,Maltby South Yorkshire,"Bramhall North is within North West Euro Region, far Maltby South Yorkshire",Which city is within North West Euro Region and also far to Maltby South Yorkshire?,"A. Wakefield South
B. Bramhall North
C. Wyken",B. Bramhall North,"random,correct,partial"
